,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker
19095,1.0,5,57.0,0.0,1,57,33.81666666666667,1,1,0,0,1,0
19098,1.0,8,365.0,43.0,14,5,15.35,0,0,1,0,1,0
19102,3.0,4,69.0,2.0,120,19,1129.0,0,1,0,0,0,0
19105,1.0,35,74.0,6.0,22,3,46.03333333333333,0,0,0,1,1,0
19106,3.0,6,229.0,0.0,35,4,1250.3833333333334,0,1,0,0,1,1
19110,1.0,61,675.0,0.0,34,7,615.15,1,1,0,0,0,0
19111,7.0,8,190.0,1.0,216,8,529.0500000000002,0,1,0,0,0,0
19112,2.0,3,128.0,88.0,114,2,477.4666666666666,0,0,1,0,0,0
19113,4.0,4,107.0,0.0,29,4,42.56666666666667,0,1,0,0,1,0
19115,2.0,9,269.0,13.0,180,17,26.48333333333333,1,1,0,0,1,0
19116,1.0,12,351.0,3.0,12,2,291.5,0,1,0,0,1,0
19117,1.0,3,253.0,26.0,156,13,46.85,1,0,1,0,1,0
19118,4.0,37,98.0,20.0,8,5,583.4833333333332,1,1,0,0,0,1
19122,2.0,3,99.0,3.0,0,2,502.66666666666674,0,1,0,0,1,0
19123,2.0,28,191.0,68.0,6,7,30.66666666666667,1,1,0,0,1,0
19126,2.0,14,321.0,17.0,141,8,349.1833333333333,1,1,0,0,0,1
19128,3.0,5,90.0,0.0,123,6,126.93333333333337,0,1,0,0,1,0
19129,2.0,3,116.0,0.0,55,2,49.78333333333333,1,0,1,0,1,0
19135,2.0,18,205.0,10.0,2,11,194.01666666666668,1,1,0,0,1,1
19136,2.0,6,41.0,0.0,122,4,69.75,0,1,0,0,0,0
19137,6.0,3,560.0,3.0,136,10,991.0666666666667,0,1,0,0,1,0
19138,3.0,14,40.0,20.0,9,3,341.68333333333334,1,1,0,0,0,1
19139,2.0,2,0.0,0.0,121,3,210.61666666666667,0,1,0,0,0,0
19143,3.0,2,59.0,0.0,17,4,409.7166666666666,0,1,0,0,1,1
19144,10.0,5,414.0,0.0,106,18,114.53333333333332,0,1,0,0,1,0
19145,1.0,15,85.0,0.0,35,4,570.6,1,0,1,0,0,0
19147,6.0,17,171.0,1.0,101,3,1.9,1,1,0,0,0,1
19148,2.0,2,84.0,0.0,82,10,432.51666666666665,0,1,0,0,1,0
19150,3.0,7,331.0,1.0,64,1,99.01666666666668,0,1,0,0,0,0
19153,2.0,5,187.0,10.0,44,2,540.8833333333333,0,1,0,0,0,1
19154,2.0,5,160.0,12.0,47,2,767.0666666666667,0,1,0,0,0,1
19155,4.0,5,497.0,0.0,40,3,4289.55,0,1,0,0,1,0
19159,3.0,35,24.0,5.0,68,26,121.95000000000002,1,1,0,0,0,0
19164,5.0,2,438.0,6.0,116,1,365.05,0,1,0,0,1,0
19168,4.0,6,131.0,0.0,162,14,1495.1833333333334,0,1,0,0,1,0
19169,4.0,3,282.0,18.0,79,3,12.066666666666665,1,1,0,0,1,0
19170,1.0,8,77.0,0.0,9,11,19.266666666666666,0,1,0,0,1,1
19173,1.0,5,169.0,0.0,26,10,850.2,1,1,0,0,1,1
19177,4.0,2,56.0,0.0,33,83,12.283333333333333,0,1,0,0,1,0
19178,2.0,14,258.0,4.0,94,5,321.3,0,1,0,0,1,1
19179,3.0,5,85.0,0.0,61,11,117.81666666666666,1,1,0,0,1,0
19180,3.0,3,184.0,0.0,90,27,6.0,0,1,0,0,1,1
19181,6.0,2,269.0,25.0,207,4,94.28333333333332,0,1,0,0,1,1
19182,2.0,2,376.0,32.0,9,2,2807.983333333333,0,1,0,0,1,1
19183,11.0,2,738.0,1.0,109,7,15597.983333333335,0,1,0,0,1,1
19184,1.0,8,78.0,0.0,16,4,788.25,0,0,1,0,1,1
19185,6.0,3,150.0,6.0,308,9,51.26666666666666,0,1,0,0,1,0
19187,2.0,4,92.0,5.0,9,5,36.61666666666667,0,0,1,0,0,0
19189,2.0,4,144.0,0.0,149,7,615.15,0,1,0,0,0,0
19190,2.0,9,309.0,0.0,52,2,15.500000000000002,1,0,1,0,1,0
19192,2.0,30,718.0,0.0,96,14,3181.75,1,1,0,0,0,1
19196,2.0,5,0.0,28.0,0,3,73.2,0,0,1,0,0,0
19197,4.0,3,124.0,6.0,89,9,152.03333333333333,1,1,0,0,1,0
19198,2.0,3,0.0,9.0,29,4,678.7166666666667,0,0,1,0,0,1
19201,10.0,8,611.0,0.0,144,14,4817.2,0,1,0,0,1,1
19203,2.0,2,239.0,13.0,32,2,49.6,0,1,0,0,1,1
19206,2.0,6,388.0,8.0,201,7,542.4833333333332,0,1,0,0,1,1
19207,1.0,19,444.0,0.0,17,4,19.466666666666665,0,1,0,0,0,1
19209,2.0,4,100.0,0.0,192,8,0.8,1,1,0,0,1,0
19210,13.0,12,277.0,34.0,88,3,11.566666666666665,1,1,0,0,0,1
19211,2.0,4,65.0,2.0,1,31,55.16666666666666,1,1,0,0,1,1
19212,1.0,10,164.0,10.0,108,8,3.2666666666666666,1,0,1,0,1,0
19213,2.0,9,371.0,5.0,157,18,4.95,1,1,0,0,1,0
19214,5.0,2,313.0,0.0,15,10,302.98333333333335,0,1,0,0,1,1
19215,1.0,6,308.0,0.0,188,3,3.7,0,1,0,0,1,0
19218,5.0,2,47.0,0.0,51,4,6.75,0,1,0,0,1,0
19220,1.0,3,295.0,3.0,130,3,921.1166666666667,0,0,1,0,1,0
19222,4.0,14,142.0,58.0,36,4,36.11666666666667,1,1,0,0,0,1
19224,2.0,3,341.0,4.0,36,72,1241.9,0,1,0,0,1,0
19226,2.0,5,84.0,0.0,15,10,9.9,0,1,0,0,0,1
19227,2.0,5,46.0,0.0,47,2,1070.8000000000004,1,1,0,0,1,1
19228,1.0,2,188.0,0.0,28,5,1048.1333333333334,0,0,1,0,1,1
19230,1.0,6,156.0,4.0,27,7,3.8666666666666667,1,1,0,0,1,0
19231,4.0,14,220.0,2.0,26,4,47.43333333333333,0,1,0,0,0,1
19235,4.0,2,95.0,0.0,49,1,1412.416666666667,0,1,0,0,1,0
19237,5.0,2,0.0,0.0,23,4,9.633333333333333,0,1,0,0,0,1
19238,5.0,21,4.0,22.0,12,3,746.75,1,1,0,0,0,0
19242,2.0,4,209.0,3.0,197,13,269.43333333333334,0,1,0,0,0,0
19243,2.0,7,176.0,15.0,13,31,414.35,1,1,0,0,1,1
19244,1.0,2,669.0,1.0,69,23,48801.76666666667,0,0,1,0,1,0
19247,1.0,7,91.0,3.0,3,2,1.4666666666666666,0,0,1,0,0,1
19248,1.0,5,148.0,6.0,95,7,7.25,0,1,0,0,1,1
19249,2.0,2,108.0,3.0,11,3,0.2333333333333333,0,1,0,0,1,1
19254,1.0,5,424.0,17.0,43,4,403.4,0,0,1,0,0,1
19257,3.0,6,112.0,5.0,172,3,8.7,1,1,0,0,1,0
19258,2.0,3,196.0,0.0,64,8,2.2,0,1,0,0,0,1
19260,2.0,2,190.0,43.0,173,17,147.6,0,1,0,0,1,0
19261,2.0,9,182.0,39.0,13,2,30.11666666666667,0,1,0,0,0,1
19262,2.0,4,214.0,75.0,213,10,1092.7666666666667,0,1,0,0,1,1
19263,2.0,18,32.0,1.0,9,5,127.81666666666668,1,0,1,0,0,1
19266,1.0,4,451.0,4.0,85,14,1410.466666666667,1,0,0,1,1,0
19267,2.0,4,92.0,0.0,128,4,562.9333333333333,0,1,0,0,0,0
19271,5.0,2,335.0,0.0,177,7,109.7,0,1,0,0,0,0
19273,10.0,9,193.0,7.0,110,3,1150.7833333333333,1,1,0,0,1,0
19274,1.0,6,295.0,3.0,204,60,3186.333333333333,1,0,1,0,1,0
19275,2.0,11,81.0,0.0,125,6,768.9333333333333,0,0,1,0,0,0
19278,1.0,2,149.0,0.0,33,92,58.28333333333333,0,1,0,0,1,0
19279,1.0,4,882.0,0.0,223,4,813.6833333333333,0,0,1,0,1,0
19280,2.0,2,820.0,15.0,160,19,2791.2166666666667,0,1,0,0,1,1
19283,1.0,6,255.0,0.0,54,8,83.03333333333333,0,0,0,1,1,0
19284,2.0,20,284.0,1.0,111,7,48.05,1,0,1,0,0,1
19290,3.0,2,18.0,2.0,94,4,61722.23333333332,0,1,0,0,0,1
19292,1.0,10,149.0,1.0,211,15,84.78333333333333,1,1,0,0,1,1
19293,2.0,40,614.0,3.0,5,13,4.016666666666668,1,0,1,0,0,1
19294,2.0,6,260.0,2.0,17,12,488.43333333333334,1,1,0,0,1,1
19296,2.0,2,146.0,6.0,162,5,297.3666666666667,0,1,0,0,1,0
19297,2.0,4,140.0,34.0,29,3,54.58333333333334,0,1,0,0,0,0
19298,2.0,6,6.0,58.0,117,3,6.5166666666666675,1,1,0,0,0,1
19299,2.0,15,305.0,4.0,167,9,66.25000000000001,1,1,0,0,1,1
19300,2.0,7,272.0,17.0,0,1,5.9,1,1,0,0,1,1
19302,3.0,3,171.0,1.0,16,4,176.31666666666663,0,1,0,0,0,1
19305,6.0,4,111.0,0.0,23,5,3.0,0,1,0,0,1,0
19307,5.0,8,251.0,0.0,32,4,1217.7833333333333,0,1,0,0,1,0
19308,2.0,3,747.0,5.0,295,28,180.4333333333333,0,1,0,0,0,1
19309,2.0,14,97.0,5.0,2,17,54.13333333333333,1,0,1,0,0,1
19310,2.0,5,192.0,4.0,32,7,663.95,0,1,0,0,1,0
19311,2.0,36,18.0,0.0,3,1,9.033333333333333,1,0,1,0,1,0
19312,3.0,3,107.0,4.0,17,2,5.7,0,0,1,0,1,0
19313,4.0,2,597.0,4.0,9,16,837.4833333333332,0,1,0,0,1,0
19314,2.0,3,0.0,30.0,16,1,120.01666666666668,0,1,0,0,0,1
19315,6.0,61,217.0,43.0,6,5,106.23333333333332,1,1,0,0,1,1
19323,2.0,4,93.0,2.0,203,5,543.4666666666667,0,1,0,0,0,1
19327,2.0,4,446.0,18.0,132,4,5.366666666666666,0,1,0,0,1,1
19329,2.0,12,197.0,17.0,6,3,199.96666666666667,1,1,0,0,0,1
19333,2.0,5,477.0,0.0,188,9,356.9833333333333,0,1,0,0,1,0
19335,2.0,3,277.0,46.0,47,4,3.65,1,1,0,0,1,1
19337,6.0,5,267.0,3.0,274,5,7924.716666666667,0,1,0,0,1,0
19338,5.0,80,117.0,2.0,11,3,134.41666666666669,1,1,0,0,1,0
19339,3.0,6,45.0,2.0,215,4,832.4666666666667,1,0,1,0,1,0
19340,6.0,2,167.0,6.0,17,2,10456.633333333333,0,1,0,0,1,1
19341,7.0,3,625.0,7.0,51,2,1746.3,0,1,0,0,0,0
19342,2.0,3,57.0,0.0,99,9,624.9333333333333,0,1,0,0,1,1
19343,2.0,5,0.0,3.0,9,4,1182.75,0,1,0,0,0,0
19345,2.0,4,343.0,0.0,44,2,1011.4333333333336,0,0,1,0,1,0
19346,2.0,4,507.0,10.0,330,3,3.4166666666666665,1,1,0,0,1,0
19347,6.0,7,200.0,0.0,208,7,121.06666666666666,1,1,0,0,1,0
19350,1.0,2,323.0,0.0,5,1,2440.333333333333,0,1,0,0,1,0
19353,1.0,6,142.0,0.0,67,14,722.85,0,1,0,0,1,1
19354,3.0,4,218.0,1.0,31,6,65.76666666666668,0,1,0,0,1,0
19355,3.0,4,262.0,8.0,74,8,684.1666666666666,1,1,0,0,1,0
19357,4.0,4,62.0,0.0,34,4,217.58333333333331,0,1,0,0,0,1
19358,1.0,5,0.0,0.0,53,31,24.93333333333333,0,0,1,0,1,0
19359,2.0,3,107.0,50.0,0,1,864.2333333333332,0,1,0,0,1,0
19361,2.0,8,218.0,0.0,58,22,498.30000000000007,1,1,0,0,1,1
19362,2.0,2,0.0,16.0,37,8,72.65,0,0,1,0,0,1
19364,4.0,2,292.0,5.0,26,7,297.6166666666667,0,1,0,0,1,1
19370,2.0,10,465.0,0.0,201,5,51.88333333333333,1,0,1,0,1,0
19371,3.0,2,153.0,0.0,210,3,714.6833333333333,0,1,0,0,1,0
19372,2.0,5,304.0,70.0,4,5,250.03333333333336,1,0,1,0,0,1
19373,6.0,4,34.0,0.0,4,3,260.7166666666667,1,1,0,0,1,1
19375,2.0,3,234.0,2.0,184,17,1182.0333333333333,0,0,1,0,0,0
19376,4.0,2,649.0,10.0,186,18,35579.2,0,1,0,0,1,0
19379,4.0,4,0.0,16.0,135,3,340.9166666666667,0,1,0,0,0,1
19380,6.0,10,265.0,2.0,92,14,52.16666666666666,0,1,0,0,1,1
19382,1.0,7,172.0,30.0,20,2,418.36666666666673,1,1,0,0,0,0
19383,3.0,3,116.0,0.0,5,4,999.2333333333336,0,1,0,0,1,0
19384,2.0,3,187.0,20.0,15,8,754.1666666666665,0,1,0,0,1,0
19386,6.0,5,186.0,0.0,193,5,1748.1333333333334,0,1,0,0,1,0
19388,2.0,21,0.0,0.0,118,3,0.45,1,1,0,0,0,0
19390,5.0,2,388.0,20.0,13,1,9722.2,0,1,0,0,1,0
19391,3.0,3,580.0,2.0,660,31,0.18333333333333326,0,1,0,0,1,0
19398,2.0,3,0.0,1.0,27,4,52.68333333333333,0,1,0,0,0,1
19399,1.0,3,316.0,1.0,55,17,27.466666666666665,0,0,0,1,1,0
19400,4.0,3,0.0,1.0,18,3,0.0,0,1,0,0,0,0
19401,6.0,5,220.0,26.0,210,6,33.41666666666667,1,1,0,0,1,1
19402,2.0,4,244.0,19.0,190,3,552.2833333333333,0,1,0,0,0,0
19403,2.0,4,281.0,52.0,3,3,5.05,0,1,0,0,1,1
19404,3.0,16,0.0,1.0,90,5,999.0833333333336,1,1,0,0,0,0
19405,4.0,4,199.0,3.0,161,19,5899.1833333333325,0,1,0,0,0,1
19406,3.0,2,133.0,1.0,336,10,535.1166666666667,0,1,0,0,1,0
19407,2.0,8,656.0,1.0,48,11,451.73333333333335,0,1,0,0,0,1
19408,4.0,18,134.0,3.0,103,8,205.2333333333333,1,1,0,0,0,1
19411,3.0,2,135.0,92.0,0,6,141.6,0,1,0,0,1,1
19415,2.0,6,93.0,33.0,3,1,802.8,0,1,0,0,0,1
19418,1.0,4,30.0,15.0,4,23,160.35,0,0,1,0,1,1
19419,4.0,4,140.0,0.0,18,5,27.86666666666667,1,1,0,0,1,0
19420,1.0,3,897.0,103.0,27,2,135.21666666666667,0,0,1,0,1,0
19421,4.0,18,302.0,2.0,196,7,22.53333333333333,1,1,0,0,0,1
19422,1.0,5,873.0,5.0,44,2,36.13333333333333,1,1,0,0,1,0
19424,5.0,3,225.0,1.0,12,4,537.8000000000002,0,1,0,0,1,0
19425,1.0,5,384.0,0.0,154,7,198.15,0,0,1,0,1,1
19427,1.0,5,234.0,7.0,178,3,2199.65,1,1,0,0,1,0
19431,1.0,2,50.0,0.0,86,8,96.78333333333332,0,1,0,0,0,1
19433,4.0,65,95.0,14.0,4,8,1.1666666666666667,1,1,0,0,1,0
19434,1.0,2,346.0,49.0,9,2,62.43333333333334,0,1,0,0,1,1
19437,5.0,2,161.0,8.0,28,11,324.1166666666667,0,1,0,0,0,1
19439,2.0,2,168.0,4.0,220,4,4442.616666666667,0,0,1,0,1,0
19440,1.0,2,0.0,22.0,6,4,115.3,0,1,0,0,0,1
19441,1.0,4,238.0,5.0,8,7,5.016666666666667,1,0,1,0,1,1
19442,1.0,3,157.0,209.0,28,6,26.33333333333333,0,1,0,0,0,1
19443,2.0,8,35.0,1.0,2,29,71.95,0,1,0,0,1,0
19444,7.0,3,289.0,11.0,159,2,594.2166666666667,0,1,0,0,1,0
19445,6.0,9,327.0,15.0,122,9,24.08333333333333,1,1,0,0,1,0
19447,4.0,18,158.0,7.0,144,5,20.166666666666668,1,1,0,0,0,0
19448,3.0,9,329.0,6.0,64,15,835.9333333333333,1,1,0,0,1,0
19450,2.0,5,175.0,0.0,60,4,1.2666666666666666,0,1,0,0,0,1
19451,1.0,4,153.0,0.0,43,4,1285.4666666666667,0,1,0,0,1,1
19455,4.0,2,69.0,7.0,26,4,853.5166666666668,0,1,0,0,1,0
19456,4.0,6,69.0,0.0,139,7,140.06666666666666,1,1,0,0,1,1
19457,2.0,22,286.0,3.0,5,7,133.21666666666667,1,1,0,0,0,1
19458,1.0,25,294.0,0.0,35,119,908.6,0,1,0,0,1,0
19459,4.0,3,88.0,1.0,4,1,96.2,0,1,0,0,1,0
19463,4.0,9,331.0,0.0,186,3,571.75,1,1,0,0,1,0
19466,1.0,16,147.0,3.0,29,5,0.0,1,1,0,0,1,0
19469,5.0,3,0.0,1.0,5,4,43.35,0,1,0,0,0,0
19470,4.0,4,141.0,75.0,1,3,40.21666666666667,0,1,0,0,1,1
19473,4.0,13,109.0,3.0,140,9,29.43333333333333,0,1,0,0,0,0
19474,2.0,4,130.0,0.0,76,9,0.9166666666666666,0,1,0,0,1,0
19475,2.0,7,0.0,46.0,76,4,447.6833333333333,1,1,0,0,0,1
19476,3.0,4,168.0,0.0,7,3,32.03333333333334,1,1,0,0,1,1
19477,2.0,79,649.0,15.0,126,7,47.58333333333334,1,1,0,0,1,0
19479,2.0,6,133.0,2.0,135,10,94.66666666666669,0,1,0,0,1,0
19480,5.0,7,230.0,33.0,6,6,13.383333333333333,0,1,0,0,1,0
19481,1.0,20,42.0,32.0,71,1,52.9,1,0,1,0,0,0
19483,2.0,8,344.0,0.0,50,4,8.250000000000002,0,0,1,0,1,0
19485,5.0,2,82.0,0.0,23,6,1383.05,0,1,0,0,1,0
19488,2.0,10,491.0,12.0,82,10,2.85,1,0,1,0,0,1
19489,3.0,14,440.0,1.0,30,5,53.61666666666667,1,1,0,0,0,0
19490,2.0,2,641.0,16.0,103,1,36090.48333333333,0,1,0,0,1,0
19492,4.0,5,199.0,2.0,24,3,9.416666666666666,0,1,0,0,1,0
19494,2.0,3,80.0,1.0,9,4,144.76666666666668,0,1,0,0,1,0
19496,6.0,10,106.0,5.0,45,4,15.666666666666668,0,1,0,0,1,0
19497,6.0,3,112.0,0.0,187,4,35.016666666666666,0,1,0,0,1,0
19498,2.0,9,212.0,0.0,51,7,532.0166666666668,1,1,0,0,1,1
19504,1.0,12,107.0,1.0,6,31,57.66666666666666,1,0,1,0,0,1
19505,2.0,4,178.0,0.0,75,10,14.3,0,1,0,0,1,0
19509,1.0,2,274.0,2.0,21,9,3959.6333333333337,0,0,1,0,0,1
19510,1.0,5,65.0,3.0,0,2,13.466666666666667,0,0,1,0,1,0
19511,3.0,4,332.0,32.0,1,2,424.65,0,1,0,0,0,1
19512,2.0,9,518.0,0.0,148,14,375.5,1,1,0,0,1,0
19515,2.0,5,848.0,3.0,169,9,209.4,0,1,0,0,0,0
19516,1.0,2,74.0,2.0,44,31,708.1666666666665,0,0,1,0,1,0
19517,2.0,3,36.0,1.0,26,10,0.5333333333333333,0,1,0,0,0,0
19518,2.0,2,187.0,0.0,24,4,21.366666666666667,0,0,1,0,1,0
19520,3.0,6,67.0,0.0,51,10,1420.166666666667,0,0,0,1,1,0
19521,6.0,3,0.0,0.0,113,10,3.916666666666667,0,1,0,0,0,0
19524,2.0,2,437.0,0.0,4,2,970.0333333333333,0,1,0,0,1,0
19525,2.0,9,37.0,2.0,0,4,67.15,1,0,1,0,0,1
19526,4.0,2,52.0,0.0,23,5,62.58333333333334,0,1,0,0,1,0
19528,2.0,6,270.0,0.0,61,2,4.000000000000001,1,0,1,0,1,0
19531,4.0,3,541.0,0.0,62,28,2865.433333333333,0,1,0,0,0,1
19533,10.0,18,242.0,2.0,15,3,1611.05,1,1,0,0,0,0
19536,1.0,27,230.0,6.0,133,10,17.066666666666666,1,0,1,0,0,1
19541,2.0,26,0.0,16.0,196,1,325.9,1,0,1,0,0,1
19544,1.0,4,309.0,0.0,1,3,79.85,0,0,1,0,1,1
19545,3.0,5,296.0,5.0,183,21,40.35,1,1,0,0,1,0
19547,3.0,2,107.0,0.0,71,6,420.16666666666674,0,1,0,0,1,0
19548,4.0,11,108.0,9.0,24,3,37.66666666666666,1,1,0,0,0,0
19551,6.0,13,142.0,1.0,188,18,5835.85,1,1,0,0,1,1
19553,1.0,7,97.0,59.0,0,4,5.633333333333334,1,1,0,0,0,1
19554,1.0,3,353.0,1.0,11,5,118.03333333333332,1,1,0,0,1,0
19557,2.0,3,353.0,1.0,89,7,20.15,1,0,1,0,1,0
19558,4.0,7,412.0,1.0,45,12,4.733333333333333,1,1,0,0,1,0
19559,2.0,2,0.0,19.0,7,2,251.76666666666668,0,1,0,0,0,1
19560,3.0,3,247.0,0.0,192,4,513.1500000000002,0,1,0,0,1,0
19561,2.0,4,0.0,0.0,8,3,81.86666666666666,0,1,0,0,0,1
19565,1.0,4,643.0,97.0,25,2,662.45,0,1,0,0,1,0
19568,1.0,7,23.0,0.0,133,4,754.9833333333332,0,1,0,0,0,1
19569,2.0,2,144.0,7.0,23,5,2406.0666666666666,0,0,1,0,1,1
19573,2.0,6,478.0,0.0,4,4,6.166666666666668,0,1,0,0,1,1
19575,2.0,5,196.0,0.0,176,4,1713.7333333333331,1,1,0,0,1,0
19577,4.0,3,665.0,0.0,22,14,579.7833333333333,0,1,0,0,1,1
19580,6.0,2,201.0,0.0,185,7,1269.05,0,1,0,0,1,1
19581,2.0,2,156.0,4.0,26,5,551.8833333333333,0,1,0,0,1,0
19583,2.0,3,154.0,2.0,4,3,370.1,0,0,1,0,1,0
19585,1.0,7,41.0,23.0,0,2,9.6,0,1,0,0,0,1
19587,2.0,7,218.0,10.0,1,2,0.0,1,1,0,0,0,1
19588,1.0,5,25.0,0.0,79,3,107.25,0,0,1,0,0,0
19595,2.0,9,100.0,15.0,32,7,0.0,0,0,1,0,1,0
19596,2.0,5,174.0,27.0,3,3,381.36666666666673,0,1,0,0,0,1
19599,2.0,36,284.0,32.0,1,3,0.7833333333333333,1,0,1,0,1,1
19600,4.0,7,362.0,0.0,18,3,116.4,1,1,0,0,1,0
19601,2.0,3,78.0,2.0,43,3,1.916666666666667,0,0,1,0,1,1
19602,1.0,20,268.0,48.0,36,3,12.833333333333336,1,0,1,0,0,0
19604,3.0,3,154.0,1.0,150,2,13.433333333333335,0,1,0,0,1,0
19606,1.0,3,279.0,2.0,190,3,568.6333333333333,0,1,0,0,1,0
19608,1.0,2,14.0,0.0,90,4,11461.15,0,1,0,0,1,0
19611,2.0,5,284.0,7.0,1,18,84.1,1,1,0,0,1,0
19615,1.0,51,396.0,2.0,17,3,0.0,1,1,0,0,0,1
19621,3.0,3,78.0,0.0,0,3,57.06666666666667,0,1,0,0,1,1
19622,3.0,5,247.0,0.0,184,21,288.3333333333333,0,1,0,0,1,0
19623,1.0,22,217.0,2.0,0,6,54.95,1,1,0,0,0,0
19628,7.0,12,104.0,0.0,73,4,266.1333333333334,0,0,0,1,1,1
19629,1.0,2,255.0,2.0,212,7,960.1166666666667,0,1,0,0,1,0
19631,4.0,15,174.0,0.0,67,6,52.68333333333333,0,1,0,0,1,0
19634,8.0,9,429.0,0.0,120,19,118.61666666666666,1,1,0,0,1,0
19635,2.0,3,196.0,7.0,205,4,25.316666666666666,0,0,1,0,1,0
19636,2.0,2,138.0,0.0,21,3,390.81666666666666,0,1,0,0,1,0
19637,1.0,11,180.0,47.0,197,7,6.466666666666668,0,1,0,0,1,0
19638,1.0,2,357.0,0.0,168,21,329.1666666666667,0,0,1,0,1,0
19640,2.0,10,109.0,1.0,13,11,404.63333333333327,1,1,0,0,0,1
19641,1.0,7,0.0,8.0,15,2,5.466666666666668,1,0,1,0,0,0
19642,1.0,2,34.0,0.0,101,8,394.36666666666673,0,1,0,0,1,1
19643,1.0,4,336.0,26.0,175,15,14774.233333333335,1,1,0,0,1,0
19644,1.0,3,572.0,0.0,79,20,552.3166666666667,0,0,1,0,0,0
19647,6.0,6,228.0,2.0,240,3,12.0,1,1,0,0,1,1
19648,3.0,2,777.0,81.0,1,3,160.08333333333334,0,1,0,0,1,0
19649,1.0,3,171.0,0.0,174,20,2042.583333333333,0,1,0,0,1,1
19650,4.0,6,295.0,9.0,33,3,461.88333333333327,1,1,0,0,1,1
19654,2.0,4,177.0,5.0,134,16,1178.3666666666666,0,0,1,0,0,1
19658,4.0,2,595.0,0.0,161,19,3012.0,0,0,0,1,1,0
19659,3.0,6,119.0,24.0,8,3,257.8666666666667,0,1,0,0,0,0
19660,2.0,3,176.0,0.0,75,3,284.81666666666666,0,1,0,0,1,1
19661,2.0,5,182.0,41.0,1,2,0.8,0,1,0,0,1,0
19663,2.0,3,85.0,7.0,156,11,210.9333333333333,1,1,0,0,1,0
19665,4.0,3,103.0,3.0,16,3,406.25,0,1,0,0,1,0
19666,5.0,11,226.0,3.0,58,3,370.65,0,1,0,0,0,1
19667,7.0,2,377.0,0.0,101,5,196.95,0,1,0,0,1,0
19671,2.0,6,371.0,39.0,18,2,20.183333333333334,0,1,0,0,1,0
19673,2.0,2,464.0,1.0,29,61,161.66666666666666,0,1,0,0,1,1
19678,4.0,3,79.0,1.0,176,7,27.66666666666667,0,1,0,0,1,1
19680,1.0,4,604.0,32.0,207,20,446.16666666666674,0,0,1,0,0,0
19681,2.0,6,207.0,3.0,208,6,594.5333333333333,1,0,1,0,1,0
19682,1.0,3,402.0,1.0,48,30,1.55,0,1,0,0,1,1
19683,6.0,9,666.0,32.0,92,3,8.383333333333335,1,1,0,0,1,0
19684,2.0,3,93.0,0.0,109,41,495.53333333333336,1,0,1,0,1,0
19686,2.0,4,181.0,31.0,4,3,988.2333333333336,0,0,1,0,0,1
19688,1.0,8,93.0,2.0,28,59,811.4833333333332,0,0,1,0,0,1
19689,7.0,5,208.0,6.0,31,7,33.35,1,1,0,0,1,1
19690,2.0,3,146.0,0.0,177,4,6982.916666666668,0,1,0,0,1,0
19692,3.0,2,152.0,93.0,8,3,1376.166666666667,0,1,0,0,1,0
19695,4.0,5,323.0,23.0,2,3,3.533333333333333,0,1,0,0,1,1
19697,6.0,16,461.0,1.0,58,7,748.3666666666667,0,1,0,0,0,0
19698,2.0,70,145.0,19.0,204,5,7.316666666666666,1,1,0,0,1,0
19700,5.0,15,242.0,3.0,12,5,14.866666666666667,1,1,0,0,1,0
19701,1.0,3,148.0,0.0,79,14,9.233333333333333,1,0,0,1,1,1
19703,1.0,7,333.0,0.0,202,11,15.333333333333336,0,1,0,0,1,1
19704,4.0,6,237.0,5.0,15,7,10.466666666666667,1,1,0,0,0,0
19706,1.0,3,994.0,5.0,138,15,2.25,0,1,0,0,1,1
19709,10.0,2,162.0,0.0,300,4,404.13333333333327,0,1,0,0,1,0
19710,3.0,8,245.0,0.0,126,4,972.4166666666665,1,1,0,0,1,0
19711,1.0,25,3.0,0.0,70,3,24.516666666666666,1,0,1,0,0,0
19712,6.0,2,272.0,2.0,203,7,1966.416666666667,0,1,0,0,1,0
19713,1.0,10,0.0,0.0,101,6,2.6166666666666667,0,1,0,0,1,0
19719,2.0,4,149.0,0.0,115,3,158.73333333333332,0,1,0,0,0,0
19722,1.0,6,0.0,5.0,5,4,1404.4833333333331,0,0,1,0,0,1
19723,2.0,16,129.0,139.0,25,5,156.35,1,0,1,0,0,1
19724,8.0,4,33.0,0.0,27,4,1614.216666666667,0,0,1,0,1,1
19725,4.0,4,183.0,8.0,80,2,485.86666666666673,1,1,0,0,0,0
19727,2.0,3,32.0,2.0,8,3,279.65,0,0,1,0,0,1
19728,4.0,9,96.0,13.0,13,4,6.383333333333334,1,1,0,0,1,0
19729,8.0,11,405.0,1.0,213,6,793.6333333333333,0,1,0,0,0,0
19732,1.0,10,726.0,39.0,267,9,193.06666666666663,1,0,1,0,1,0
19739,2.0,5,124.0,43.0,71,7,22.5,1,1,0,0,1,1
19740,2.0,3,71.0,0.0,0,1,0.0,0,1,0,0,0,1
19743,2.0,4,326.0,0.0,174,4,668.7666666666668,0,1,0,0,1,0
19744,6.0,5,209.0,0.0,98,3,4123.85,0,1,0,0,1,0
19745,2.0,5,204.0,0.0,43,7,10.216666666666667,0,0,1,0,1,0
