,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,accept_t,booked,past_booker
3993,3.0,4,92.0,0.0,138,39,42.03333333333333,0,0
3994,2.0,3,244.0,4.0,165,6,0.0,0,1
3995,1.0,5,154.0,17.0,6,4,0.0,0,0
3996,4.0,4,298.0,22.0,17,4,0.2,0,0
3997,1.0,29,174.0,10.0,35,2,0.0,1,1
3998,4.0,3,309.0,34.0,44,3,0.0,0,0
3999,3.0,7,173.0,2.0,22,5,0.0,0,0
4000,5.0,3,141.0,0.0,223,28,0.05,0,0
4001,3.0,4,185.0,7.0,12,4,0.0,0,0
4002,2.0,6,135.0,56.0,73,6,0.0,0,0
4003,1.0,6,537.0,59.0,8,2,2.8,0,0
4004,4.0,5,158.0,67.0,0,3,0.6833333333333333,0,1
4005,1.0,3,115.0,60.0,2,4,0.18333333333333326,0,1
4006,4.0,7,169.0,0.0,68,21,0.16666666666666666,0,1
4007,1.0,9,231.0,63.0,49,5,2545.333333333333,0,1
4008,2.0,21,359.0,35.0,19,6,0.0,1,0
4009,5.0,4,235.0,58.0,36,3,0.13333333333333333,0,0
4010,1.0,3,169.0,18.0,23,5,1157.85,0,0
4011,5.0,22,50.0,3.0,12,2,0.4,1,1
4012,3.0,9,60.0,6.0,165,5,0.0,0,0
4013,5.0,4,171.0,2.0,190,4,17963.7,0,0
4014,1.0,2,173.0,39.0,15,7,0.0,0,0
4015,1.0,8,180.0,9.0,9,36,1528.75,0,1
4016,8.0,67,139.0,26.0,236,14,0.0,1,1
4017,1.0,5,236.0,5.0,183,7,788.3166666666667,0,0
4018,1.0,5,205.0,11.0,202,3,3077.566666666666,0,0
4019,3.0,15,749.0,0.0,205,13,1092.7666666666667,0,0
4020,2.0,3,238.0,35.0,51,3,0.03333333333333333,0,0
4021,1.0,24,259.0,16.0,30,3,0.08333333333333333,1,0
4022,4.0,4,191.0,2.0,30,4,1280.8666666666666,0,0
4023,10.0,15,183.0,2.0,123,4,0.08333333333333333,0,0
4024,4.0,7,127.0,1.0,56,18,463.85,0,1
4025,3.0,25,87.0,3.0,29,3,176.18333333333337,1,1
4026,2.0,2,176.0,0.0,111,9,0.0,0,1
4027,1.0,4,560.0,11.0,98,14,0.06666666666666668,0,0
4028,5.0,3,234.0,0.0,162,5,601.2333333333332,0,0
4029,2.0,3,188.0,3.0,39,11,0.0,0,0
4030,2.0,18,451.0,5.0,4,7,64.96666666666667,0,0
4031,1.0,2,71.0,11.0,299,7,0.0,0,0
4032,3.0,10,299.0,1.0,166,7,4371.133333333333,0,0
4033,5.0,5,481.0,15.0,1,3,0.0,0,0
4034,2.0,5,67.0,0.0,18,5,0.31666666666666665,0,1
4035,8.0,5,209.0,18.0,6,6,4.116666666666667,0,0
4036,2.0,3,83.0,4.0,6,4,854.75,0,1
4037,2.0,14,132.0,2.0,30,5,0.0,1,1
4038,4.0,12,267.0,0.0,70,6,8.416666666666668,0,0
4039,6.0,4,144.0,37.0,19,4,0.1,0,0
4040,1.0,5,344.0,29.0,74,3,6916.966666666666,0,0
4041,3.0,6,302.0,12.0,79,4,0.0,0,0
4042,3.0,12,113.0,0.0,13,7,0.0,1,1
4043,2.0,16,273.0,2.0,197,30,0.0,1,0
4044,4.0,9,12.0,3.0,23,4,664.8833333333333,0,0
4045,1.0,4,99.0,2.0,84,9,8472.400000000001,0,0
4046,1.0,46,102.0,28.0,111,16,276.7,1,1
4047,2.0,48,107.0,11.0,0,9,0.3,1,1
4048,1.0,3,179.0,0.0,16,24,0.35,0,1
4049,1.0,3,736.0,12.0,24,4,0.0,0,0
4050,2.0,5,389.0,14.0,31,3,0.9333333333333332,0,0
4051,2.0,10,282.0,0.0,44,9,7.650000000000001,0,1
4052,7.0,5,101.0,1.0,125,9,0.1,0,0
4053,1.0,4,38.0,3.0,35,8,53.31666666666667,1,0
4054,4.0,5,76.0,24.0,32,4,0.38333333333333336,0,0
4055,1.0,5,270.0,5.0,183,9,152.9,0,0
4056,4.0,12,28.0,0.0,19,4,1365.3166666666666,0,1
4057,2.0,25,319.0,1.0,98,4,904.0,1,0
4058,1.0,5,34.0,4.0,3,3,0.0,0,0
4059,1.0,9,408.0,0.0,158,19,0.0,1,0
4060,5.0,8,63.0,18.0,2,5,0.0,0,0
4061,1.0,5,247.0,95.0,19,4,0.0,0,0
4062,2.0,12,71.0,1.0,54,5,2.9,1,0
4063,6.0,28,451.0,3.0,8,4,0.0,1,0
4064,4.0,20,339.0,0.0,43,4,1.3166666666666669,1,0
4065,1.0,3,38.0,0.0,60,4,0.0,0,1
4066,1.0,4,50.0,0.0,2,4,0.016666666666666666,0,1
4067,4.0,4,266.0,0.0,64,18,35.583333333333336,0,0
4068,3.0,35,163.0,0.0,16,6,1492.916666666667,1,0
4069,6.0,23,275.0,2.0,146,4,1.4333333333333331,1,0
4070,2.0,14,201.0,4.0,95,4,0.05,1,1
4071,2.0,8,581.0,25.0,25,7,2551.383333333333,0,0
4072,4.0,5,295.0,29.0,33,3,0.9,0,1
4073,3.0,10,144.0,0.0,74,11,0.0,0,0
4074,4.0,6,801.0,1.0,68,10,0.11666666666666667,0,0
4075,3.0,3,51.0,46.0,54,5,0.1,0,0
4076,1.0,16,140.0,39.0,172,1,638.4666666666667,1,1
4077,3.0,3,187.0,12.0,39,10,0.1,0,1
4078,2.0,3,204.0,9.0,43,2,0.0,0,0
4079,1.0,3,109.0,63.0,37,2,0.0,0,1
4080,2.0,48,550.0,58.0,144,14,0.18333333333333326,1,0
4081,2.0,6,150.0,96.0,9,3,0.0,0,1
4082,1.0,18,30.0,0.0,49,18,4.716666666666667,0,0
4083,3.0,12,235.0,47.0,25,4,0.0,1,0
4084,2.0,7,90.0,6.0,16,7,126.40000000000002,0,0
4085,1.0,3,159.0,1.0,11,2,0.0,0,0
4086,6.0,37,77.0,1.0,201,7,1994.9333333333327,1,1
4087,6.0,4,336.0,49.0,9,7,0.0,0,0
4088,2.0,10,386.0,0.0,59,12,0.0,0,1
4089,6.0,4,279.0,0.0,203,7,0.0,0,0
4090,3.0,5,51.0,14.0,5,4,0.0,0,0
4091,2.0,9,82.0,0.0,77,6,92324.8,0,0
4092,9.0,18,109.0,0.0,118,6,1865.6333333333328,0,1
4093,1.0,5,288.0,8.0,25,3,549.6666666666666,0,1
4094,4.0,8,123.0,4.0,57,12,0.3,0,1
4095,1.0,3,195.0,0.0,46,1,0.0,0,0
4096,1.0,4,337.0,4.0,195,4,0.0,0,0
4097,6.0,4,97.0,0.0,211,18,1343.1,0,0
4098,1.0,6,324.0,0.0,174,20,0.08333333333333333,0,0
4099,1.0,9,376.0,20.0,0,5,806.0666666666667,1,0
4100,1.0,8,333.0,0.0,56,8,10.3,0,0
4101,9.0,14,187.0,15.0,334,6,3.916666666666667,1,1
4102,8.0,5,93.0,0.0,378,4,0.0,0,0
4103,2.0,2,278.0,0.0,49,1,0.0,0,0
4104,2.0,5,77.0,8.0,0,3,0.0,0,0
4105,2.0,9,230.0,23.0,12,10,0.2833333333333333,0,1
4106,7.0,7,494.0,0.0,59,8,0.0,0,0
4107,3.0,4,347.0,3.0,33,8,0.0,0,0
4108,3.0,2,184.0,5.0,214,20,0.0,0,0
4109,4.0,3,139.0,5.0,31,3,0.0,0,0
4110,1.0,5,588.0,32.0,33,7,0.0,0,1
4111,4.0,4,97.0,5.0,32,3,0.0,0,0
4112,2.0,4,123.0,182.0,43,1,0.0,0,0
4113,2.0,3,81.0,21.0,32,4,0.0,0,0
4114,2.0,3,271.0,0.0,54,3,0.05,0,0
4115,4.0,3,17.0,0.0,83,18,0.0,0,1
4116,5.0,26,72.0,39.0,103,4,0.9666666666666668,0,0
4117,1.0,3,166.0,22.0,42,4,0.0,0,1
4118,2.0,5,151.0,3.0,184,7,2.3666666666666667,0,0
4119,2.0,8,63.0,37.0,1,2,2349.6,0,1
4120,1.0,2,255.0,17.0,10,3,0.0,0,0
4121,4.0,3,255.0,0.0,84,7,0.11666666666666667,0,0
4122,2.0,3,201.0,2.0,13,4,0.0,0,0
4123,4.0,4,316.0,0.0,279,7,0.0,0,0
4124,4.0,8,202.0,42.0,239,5,28.78333333333333,0,0
4125,2.0,3,130.0,17.0,32,9,0.0,0,0
4126,5.0,9,167.0,0.0,193,2,0.0,1,1
4127,3.0,14,367.0,0.0,146,21,0.0,0,0
4128,1.0,10,218.0,17.0,80,2,0.11666666666666667,1,0
4129,1.0,6,413.0,28.0,11,2,1111.65,0,0
4130,3.0,3,21.0,17.0,138,7,0.0,0,1
4131,1.0,5,627.0,37.0,0,14,0.0,0,1
4132,3.0,6,440.0,30.0,0,2,0.0,0,0
4133,3.0,7,270.0,21.0,46,3,0.06666666666666668,1,0
4134,3.0,21,311.0,6.0,11,30,0.0,1,0
4135,4.0,8,336.0,0.0,47,9,0.0,0,0
4136,1.0,9,50.0,40.0,92,2,0.5000000000000001,0,1
4137,2.0,4,53.0,1.0,7,4,0.0,0,1
4138,6.0,3,201.0,0.0,29,27,0.0,0,0
4139,8.0,3,127.0,6.0,151,7,1711.6166666666666,0,0
4140,4.0,25,73.0,4.0,20,5,2992.366666666667,1,0
4141,2.0,3,377.0,1.0,189,18,0.2,0,0
4142,2.0,5,95.0,43.0,19,6,0.0,0,0
4143,2.0,3,338.0,46.0,26,5,0.11666666666666667,0,1
4144,2.0,5,207.0,2.0,23,2,0.0,0,1
4145,1.0,2,260.0,12.0,197,1,0.0,0,0
4146,1.0,8,208.0,3.0,216,4,1713.783333333333,1,0
4147,1.0,9,707.0,52.0,24,3,0.0,0,0
4148,5.0,8,117.0,3.0,116,15,0.0,0,1
4149,2.0,3,510.0,0.0,37,1,0.11666666666666667,0,0
4150,4.0,12,592.0,0.0,106,3,36.516666666666666,0,0
4151,8.0,3,189.0,0.0,30,5,0.0,0,0
4152,2.0,13,507.0,0.0,108,3,11.516666666666667,0,1
4153,5.0,2,128.0,0.0,115,9,0.0,0,1
4154,4.0,5,51.0,18.0,20,4,0.15,0,0
4155,2.0,20,88.0,1.0,176,3,970.1166666666667,1,1
4156,2.0,7,387.0,0.0,118,6,945.1833333333333,0,0
4157,2.0,3,52.0,87.0,36,14,0.0,0,0
4158,6.0,24,166.0,1.0,19,5,1222.4833333333333,1,0
4159,1.0,5,261.0,0.0,211,9,27.38333333333333,0,0
4160,5.0,4,54.0,5.0,28,5,0.0,0,0
4161,1.0,3,294.0,26.0,22,7,0.0,0,0
4162,2.0,4,212.0,6.0,25,3,1.8833333333333333,0,1
4163,1.0,4,262.0,1.0,6,8,0.0,0,1
4164,4.0,25,533.0,0.0,136,8,20292.63333333333,0,0
4165,5.0,3,126.0,0.0,60,2,0.0,0,0
4166,6.0,2,206.0,10.0,347,10,0.0,0,1
4167,2.0,3,320.0,0.0,225,1,0.0,0,1
4168,2.0,8,124.0,3.0,121,20,0.0,0,1
4169,10.0,5,279.0,0.0,105,7,0.0,0,0
4170,2.0,17,210.0,10.0,87,7,0.0,1,0
4171,8.0,6,758.0,35.0,97,2,0.0,0,1
4172,1.0,8,397.0,43.0,207,5,0.06666666666666668,0,0
4173,2.0,3,474.0,10.0,5,4,0.08333333333333333,0,1
4174,6.0,26,428.0,7.0,240,4,0.0,0,0
4175,2.0,6,226.0,4.0,201,16,0.85,0,0
4176,5.0,3,231.0,77.0,28,7,0.0,0,0
4177,4.0,6,488.0,0.0,145,22,6.75,0,0
4178,2.0,4,455.0,18.0,17,4,0.0,0,0
4179,2.0,15,160.0,0.0,1,4,0.0,1,0
4180,1.0,5,234.0,2.0,201,14,2175.2166666666667,0,0
4181,1.0,3,28.0,0.0,45,14,0.03333333333333333,0,0
4182,5.0,8,33.0,0.0,96,5,0.0,0,0
4183,1.0,18,67.0,0.0,24,5,0.45,0,0
4184,2.0,45,216.0,2.0,40,11,7369.5666666666675,1,1
4185,3.0,7,220.0,0.0,14,3,0.35,0,0
4186,1.0,22,33.0,0.0,52,15,0.0,0,0
4187,3.0,12,315.0,3.0,11,13,0.0,0,1
4188,5.0,33,371.0,0.0,59,4,756.8833333333333,1,1
4189,3.0,5,238.0,0.0,222,4,0.0,0,0
4190,3.0,36,208.0,0.0,28,3,15.183333333333335,1,0
4191,3.0,26,392.0,7.0,200,4,74.91666666666667,1,0
4192,2.0,16,73.0,14.0,12,4,24.35,0,1
4193,2.0,4,482.0,13.0,132,6,0.0,0,0
4194,4.0,9,252.0,74.0,24,5,65.46666666666667,1,0
4195,6.0,9,116.0,0.0,13,4,6.883333333333334,0,0
4196,2.0,3,57.0,16.0,35,10,10.85,0,0
4197,8.0,15,440.0,4.0,3,1,2702.683333333333,1,0
4198,2.0,3,266.0,3.0,141,16,1.916666666666667,0,0
4199,2.0,4,114.0,13.0,22,17,0.0,0,0
4200,2.0,25,325.0,4.0,72,16,4217.533333333334,1,0
4201,4.0,6,740.0,19.0,8,3,7119.05,0,1
4202,1.0,3,107.0,32.0,71,3,0.03333333333333333,0,1
4203,3.0,3,65.0,1.0,16,4,0.0,0,1
4204,2.0,18,158.0,18.0,39,3,51.48333333333333,0,0
4205,3.0,6,362.0,1.0,36,30,0.0,0,1
4206,4.0,5,106.0,78.0,78,1,0.016666666666666666,0,0
4207,4.0,22,309.0,0.0,40,2,5800.516666666666,1,0
4208,2.0,11,192.0,11.0,6,9,0.0,1,0
4209,2.0,3,42.0,1.0,7,3,0.0,0,0
4210,4.0,13,155.0,3.0,212,5,0.0,0,0
4211,6.0,3,106.0,0.0,17,3,755.4666666666667,0,0
4212,2.0,30,76.0,14.0,23,5,11.45,0,0
4213,4.0,4,87.0,0.0,116,4,0.0,0,1
4214,2.0,3,192.0,17.0,8,10,0.26666666666666666,0,0
4215,5.0,7,111.0,52.0,163,5,0.0,0,0
4216,2.0,3,101.0,17.0,217,6,0.0,0,1
4217,2.0,4,217.0,2.0,343,12,0.0,0,0
4218,2.0,6,482.0,73.0,115,11,0.0,0,0
4219,4.0,6,186.0,4.0,194,5,0.0,0,1
4220,1.0,3,244.0,0.0,62,20,0.3333333333333333,0,1
4221,3.0,13,129.0,94.0,38,1,2.1,0,1
4222,6.0,26,501.0,4.0,39,15,2.083333333333333,0,0
4223,4.0,13,87.0,13.0,198,2,1505.1,0,1
4224,1.0,2,58.0,10.0,35,7,0.0,0,0
4225,3.0,7,244.0,23.0,38,2,6.35,0,1
4226,3.0,5,337.0,1.0,224,2,1.1666666666666667,0,0
4227,4.0,6,337.0,2.0,157,6,0.0,0,0
4228,3.0,2,272.0,3.0,9,14,0.0,0,0
4229,3.0,3,292.0,3.0,15,7,0.0,0,1
4230,4.0,6,87.0,10.0,9,6,220.0833333333333,0,0
4231,3.0,4,249.0,0.0,0,3,1086.4666666666667,0,1
4232,2.0,9,274.0,0.0,1,29,1041.0833333333335,0,0
4233,4.0,3,244.0,13.0,49,3,0.016666666666666666,0,0
4234,2.0,5,162.0,5.0,191,24,0.1,0,1
4235,1.0,11,48.0,24.0,62,10,0.11666666666666667,0,0
4236,1.0,5,100.0,3.0,0,9,0.1,0,0
4237,1.0,2,79.0,0.0,11,4,0.0,0,0
4238,2.0,3,149.0,21.0,40,7,0.05,0,1
4239,1.0,16,421.0,6.0,46,14,1247.7166666666667,0,1
4240,2.0,25,204.0,12.0,131,19,0.11666666666666667,1,1
4241,1.0,3,75.0,98.0,196,2,0.26666666666666666,0,0
4242,2.0,6,184.0,27.0,267,9,0.0,0,1
4243,4.0,45,332.0,41.0,20,3,0.0,0,0
4244,5.0,9,705.0,76.0,192,15,0.0,0,0
4245,2.0,3,118.0,0.0,54,10,0.0,0,0
4246,2.0,7,304.0,5.0,30,29,2.683333333333333,0,1
4247,2.0,4,198.0,56.0,5,2,0.0,0,0
4248,2.0,9,302.0,20.0,9,3,0.0,0,0
4249,1.0,4,327.0,3.0,3,4,3.3666666666666667,0,0
4250,1.0,6,1108.0,1.0,181,9,33.36666666666667,0,0
4251,2.0,3,208.0,0.0,109,38,0.38333333333333336,0,0
4252,2.0,3,773.0,0.0,269,4,0.03333333333333333,0,0
4253,4.0,3,400.0,27.0,77,3,8.116666666666667,0,0
4254,3.0,16,114.0,1.0,208,3,0.2333333333333333,1,0
4255,1.0,12,683.0,10.0,25,30,0.38333333333333336,1,1
4256,4.0,3,393.0,0.0,201,8,0.0,0,0
4257,2.0,4,89.0,0.0,31,3,0.21666666666666667,0,0
4258,2.0,3,623.0,0.0,136,6,1.7,0,0
4259,5.0,29,218.0,0.0,87,3,22.43333333333333,0,1
4260,1.0,3,146.0,2.0,23,3,0.0,0,0
4261,2.0,6,154.0,13.0,21,5,0.15,0,0
4262,4.0,3,133.0,1.0,81,7,0.0,0,0
4263,1.0,36,142.0,2.0,16,33,7299.75,1,0
4264,2.0,3,204.0,17.0,62,14,0.0,0,0
4265,1.0,16,267.0,21.0,26,10,0.0,1,0
4266,4.0,4,141.0,0.0,168,18,0.26666666666666666,0,0
4267,1.0,4,63.0,0.0,198,4,20214.316666666666,0,1
4268,1.0,7,337.0,3.0,21,16,6.033333333333332,0,1
4269,3.0,28,340.0,12.0,2,3,110.18333333333334,1,1
4270,2.0,3,408.0,0.0,105,6,114.18333333333334,0,0
4271,6.0,4,233.0,13.0,333,4,0.0,0,1
4272,4.0,6,266.0,4.0,158,2,893.9833333333332,0,0
4273,10.0,8,105.0,1.0,219,9,0.11666666666666667,0,0
4274,2.0,5,772.0,59.0,5,3,46.85,0,1
4275,6.0,11,206.0,1.0,23,5,0.0,0,1
4276,2.0,4,141.0,15.0,12,7,0.03333333333333333,0,1
4277,3.0,2,649.0,75.0,9,3,0.0,0,0
4278,1.0,6,658.0,36.0,1,3,0.03333333333333333,0,0
4279,4.0,43,138.0,2.0,94,6,0.0,1,0
4280,1.0,3,616.0,105.0,91,12,0.15,0,0
4281,3.0,16,168.0,23.0,27,5,0.0,0,1
4282,2.0,6,264.0,0.0,87,12,817.2666666666668,0,0
4283,2.0,3,22.0,63.0,49,10,0.0,0,0
4284,2.0,35,418.0,56.0,9,2,0.05,1,0
4285,4.0,3,57.0,15.0,126,8,192.2,0,0
4286,2.0,22,58.0,36.0,10,3,15.650000000000002,1,0
4287,16.0,2,122.0,4.0,69,4,0.0,0,1
4288,1.0,9,569.0,16.0,15,2,0.05,1,1
4289,6.0,4,113.0,3.0,18,4,0.8166666666666667,0,0
4290,14.0,18,592.0,3.0,68,3,15.466666666666667,0,1
4291,2.0,8,304.0,50.0,9,4,0.11666666666666667,0,0
4292,1.0,3,204.0,11.0,16,4,0.3333333333333333,0,0
4293,2.0,3,80.0,0.0,81,17,0.0,0,0
4294,2.0,3,313.0,5.0,17,3,0.016666666666666666,0,0
4295,1.0,3,83.0,0.0,65,5,0.0,0,1
4296,2.0,8,64.0,14.0,4,5,0.0,0,0
4297,5.0,4,97.0,1.0,115,9,0.0,0,1
4298,2.0,8,244.0,58.0,2,2,0.0,0,1
4299,2.0,3,214.0,0.0,212,9,1323.4,0,0
4300,2.0,3,37.0,13.0,16,2,0.0,0,0
4301,4.0,6,104.0,21.0,27,4,0.0,0,0
4302,2.0,18,147.0,2.0,79,6,0.15,0,0
4303,4.0,22,404.0,36.0,15,5,0.0,0,0
4304,2.0,2,238.0,0.0,61,10,0.0,0,0
4305,9.0,3,202.0,38.0,75,7,0.0,0,1
4306,2.0,4,345.0,75.0,26,5,0.0,0,0
4307,1.0,14,57.0,7.0,10,7,0.1,1,0
4308,1.0,5,313.0,2.0,2,68,11994.833333333336,0,1
4309,1.0,6,104.0,0.0,93,20,9.166666666666666,0,0
4310,5.0,3,95.0,0.0,96,11,1581.7,0,1
4311,7.0,3,285.0,0.0,28,4,0.1,0,0
4312,3.0,11,143.0,139.0,37,4,0.18333333333333326,1,0
4313,2.0,16,237.0,5.0,10,5,0.13333333333333333,0,0
4314,1.0,6,0.0,0.0,86,6,0.0,0,0
4315,3.0,4,218.0,3.0,89,7,0.0,0,0
4316,2.0,3,239.0,3.0,41,14,882.6666666666665,0,0
4317,6.0,4,185.0,7.0,15,2,0.7,0,1
4318,1.0,6,808.0,128.0,10,11,0.0,0,0
4319,4.0,16,223.0,17.0,7,6,17.5,1,0
4320,2.0,6,337.0,14.0,17,23,93.38333333333334,0,0
4321,5.0,3,318.0,0.0,4,2,0.0,0,1
4322,4.0,3,155.0,0.0,22,5,0.0,0,0
4323,2.0,7,232.0,34.0,14,2,33.51666666666667,0,0
4324,2.0,13,112.0,0.0,7,10,0.0,0,1
4325,1.0,5,766.0,32.0,36,4,17.283333333333335,0,0
4326,2.0,3,119.0,1.0,4,3,0.0,0,0
4327,2.0,9,211.0,0.0,99,7,0.0,0,1
4328,1.0,11,193.0,1.0,55,87,0.4166666666666667,0,1
4329,2.0,3,256.0,0.0,82,3,0.2,0,1
4330,1.0,6,77.0,0.0,22,3,1268.0666666666666,0,0
4331,4.0,4,148.0,21.0,15,2,0.0,0,1
4332,2.0,3,80.0,31.0,141,6,0.0,0,0
4333,2.0,23,201.0,32.0,80,9,0.15,1,0
4334,5.0,8,200.0,8.0,25,4,0.0,0,0
4335,2.0,40,337.0,138.0,43,3,0.0,1,1
4336,6.0,3,103.0,9.0,51,2,0.0,0,0
4337,3.0,26,138.0,1.0,24,5,0.2,1,1
4338,2.0,3,113.0,0.0,200,10,0.13333333333333333,0,0
4339,1.0,9,1045.0,23.0,8,2,0.0,1,0
4340,4.0,7,453.0,0.0,104,7,1.05,1,1
4341,3.0,69,280.0,0.0,65,153,13.066666666666665,0,0
4342,4.0,4,1.0,15.0,144,12,0.016666666666666666,0,0
4343,3.0,3,292.0,0.0,12,4,0.0,0,0
4344,2.0,3,114.0,4.0,218,10,0.0,0,0
4345,4.0,4,174.0,3.0,17,4,0.0,0,0
4346,6.0,16,150.0,1.0,250,3,0.9333333333333332,0,0
4347,4.0,10,63.0,0.0,151,12,18739.55,0,1
4348,2.0,6,272.0,10.0,37,9,0.0,0,0
4349,2.0,3,455.0,0.0,31,20,0.0,0,1
4350,1.0,7,336.0,0.0,88,14,3.716666666666667,0,0
4351,5.0,8,61.0,3.0,87,2,1131.6333333333334,0,0
4352,1.0,2,18.0,0.0,112,14,0.0,0,0
4353,6.0,47,238.0,15.0,60,7,0.3,1,0
4354,3.0,3,82.0,16.0,206,8,0.0,0,1
4355,4.0,2,66.0,4.0,23,5,0.0,0,0
4356,3.0,7,226.0,1.0,50,2,3832.466666666666,0,0
4357,6.0,3,226.0,1.0,276,6,1.0666666666666669,0,0
4358,3.0,5,137.0,0.0,71,3,0.0,0,0
4359,4.0,9,503.0,0.0,107,15,46.13333333333333,0,0
4360,2.0,3,365.0,0.0,188,22,0.0,0,0
4361,2.0,3,381.0,11.0,253,6,0.0,0,0
4362,4.0,9,304.0,116.0,106,2,27.11666666666667,0,0
4363,1.0,10,127.0,19.0,13,5,0.15,1,1
4364,2.0,4,164.0,0.0,73,2,2.3,0,1
4365,4.0,4,101.0,0.0,58,8,0.0,0,0
4366,2.0,20,184.0,13.0,143,4,0.16666666666666666,1,0
4367,2.0,4,303.0,0.0,191,13,2.6166666666666667,0,0
4368,3.0,12,277.0,0.0,170,8,832.1333333333333,1,0
4369,2.0,4,518.0,40.0,204,10,0.0,0,0
4370,15.0,11,250.0,6.0,240,5,222.3,0,0
4371,2.0,5,293.0,20.0,17,2,0.05,1,0
4372,4.0,20,463.0,3.0,2,2,67.05000000000001,1,0
4373,4.0,25,157.0,60.0,40,9,113.08333333333331,1,0
4374,1.0,17,143.0,1.0,129,7,0.3333333333333333,0,1
4375,1.0,6,394.0,1.0,23,31,1.4333333333333331,0,1
4376,2.0,4,251.0,17.0,21,2,0.5000000000000001,0,0
4377,2.0,4,166.0,19.0,2,6,0.06666666666666668,0,0
4378,3.0,3,171.0,0.0,22,3,1188.2333333333333,0,0
4379,4.0,11,538.0,4.0,20,1,1844.8833333333328,1,1
4380,2.0,15,355.0,1.0,45,1,482.85,1,0
4381,2.0,3,390.0,21.0,10,5,0.0,0,0
4382,1.0,4,904.0,2.0,3,2,924.7166666666667,0,0
4383,1.0,3,331.0,0.0,5,8,0.0,0,0
4384,6.0,4,120.0,8.0,168,18,0.0,0,0
4385,2.0,5,87.0,1.0,66,6,0.08333333333333333,0,1
4386,4.0,6,143.0,0.0,85,10,0.0,0,1
4387,2.0,4,311.0,8.0,13,6,1248.1833333333334,0,0
4388,3.0,11,105.0,10.0,11,2,2.1166666666666667,0,0
4389,6.0,6,238.0,8.0,46,2,103.48333333333332,0,1
4390,5.0,5,8.0,0.0,99,19,0.0,0,0
4391,6.0,10,202.0,4.0,25,3,2.35,0,0
4392,6.0,13,299.0,18.0,26,6,0.13333333333333333,0,0
4393,2.0,8,513.0,4.0,143,5,45.66666666666666,0,1
4394,4.0,39,869.0,5.0,205,12,0.0,1,0
4395,2.0,4,244.0,0.0,143,10,1948.3833333333328,0,1
4396,4.0,3,219.0,0.0,51,12,6.883333333333334,0,0
4397,2.0,3,444.0,1.0,129,2,1.6666666666666667,0,0
4398,2.0,25,128.0,70.0,66,2,332.15,1,0
4399,4.0,28,313.0,8.0,4,7,0.0,1,1
4400,1.0,6,680.0,0.0,209,20,0.0,0,0
4401,7.0,8,126.0,4.0,280,3,1449.216666666667,0,0
4402,4.0,36,253.0,0.0,121,11,0.0,1,0
4403,4.0,7,265.0,23.0,93,4,54.86666666666667,0,0
4404,3.0,3,97.0,159.0,70,9,0.016666666666666666,0,0
4405,1.0,34,125.0,21.0,0,4,234.95,1,0
4406,4.0,7,222.0,2.0,26,5,125.20000000000002,0,0
4407,2.0,16,102.0,32.0,7,12,0.15,1,0
4408,4.0,3,108.0,2.0,12,9,0.0,0,0
4409,2.0,5,145.0,3.0,10,3,0.1,0,0
4410,2.0,6,61.0,8.0,18,4,0.9166666666666666,0,1
4411,2.0,10,53.0,137.0,23,3,48964.56666666666,1,1
4412,10.0,3,87.0,2.0,38,2,195.8333333333333,0,0
4413,4.0,7,132.0,8.0,333,5,7353.283333333334,0,0
4414,5.0,3,427.0,18.0,28,4,2241.4,0,0
4415,1.0,24,857.0,5.0,60,31,0.0,0,1
4416,4.0,3,131.0,4.0,166,2,0.0,0,1
4417,1.0,4,326.0,7.0,30,21,0.15,0,1
4418,3.0,4,145.0,5.0,75,5,0.11666666666666667,0,0
4419,1.0,18,123.0,0.0,9,122,1426.8166666666666,0,1
4420,2.0,5,318.0,47.0,4,3,0.11666666666666667,0,0
4421,2.0,6,807.0,1.0,44,8,1142.9333333333334,0,0
4422,2.0,6,440.0,45.0,43,6,3.216666666666667,0,0
4423,1.0,9,57.0,1.0,215,6,4.266666666666667,0,0
4424,2.0,5,213.0,9.0,11,4,0.0,0,1
4425,2.0,4,175.0,12.0,5,6,0.0,0,0
4426,4.0,4,125.0,4.0,202,3,268.1,0,0
4427,4.0,3,67.0,18.0,52,3,1.2166666666666666,0,0
4428,2.0,3,110.0,24.0,53,7,0.55,0,0
4429,1.0,3,409.0,30.0,17,4,0.0,0,0
4430,3.0,14,55.0,2.0,17,4,22.266666666666666,0,0
4431,3.0,3,90.0,0.0,52,6,0.13333333333333333,0,0
4432,1.0,32,247.0,75.0,173,8,2.4166666666666665,1,0
4433,2.0,8,415.0,5.0,47,1,0.0,0,0
4434,1.0,15,184.0,8.0,9,7,0.08333333333333333,0,0
4435,1.0,10,537.0,17.0,4,1,0.13333333333333333,1,0
4436,2.0,9,230.0,70.0,13,4,3.15,0,1
4437,2.0,3,371.0,0.0,214,7,0.0,0,1
4438,1.0,5,63.0,2.0,1,14,0.0,0,1
4439,2.0,2,50.0,2.0,22,4,0.0,0,1
4440,2.0,6,305.0,20.0,29,3,0.0,1,0
4441,5.0,4,157.0,35.0,45,13,0.0,0,0
4442,8.0,20,50.0,2.0,28,7,2855.266666666667,0,0
4443,8.0,4,51.0,3.0,31,4,37.98333333333333,0,0
