,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker,not_replied
19636,2.0,138.0,0.0,21,3,1,1,0,0,1,0,0
19637,1.0,180.0,47.0,197,7,1,1,0,0,1,0,0
19638,1.0,357.0,0.0,168,21,1,0,1,0,1,0,0
19639,3.0,0.0,24.0,40,3,0,1,0,0,0,0,1
19640,2.0,109.0,1.0,13,11,1,1,0,0,0,1,0
19641,1.0,0.0,8.0,15,2,1,0,1,0,0,0,0
19642,1.0,34.0,0.0,101,8,1,1,0,0,1,1,0
19643,1.0,336.0,26.0,175,15,1,1,0,0,1,0,0
19644,1.0,572.0,0.0,79,20,1,0,1,0,0,0,0
19647,6.0,228.0,2.0,240,3,1,1,0,0,1,1,0
19648,3.0,777.0,81.0,1,3,1,1,0,0,1,0,0
19649,1.0,171.0,0.0,174,20,1,1,0,0,1,1,0
19650,4.0,295.0,9.0,33,3,1,1,0,0,1,1,0
19654,2.0,177.0,5.0,134,16,1,0,1,0,0,1,0
19656,4.0,127.0,0.0,167,13,0,1,0,0,0,0,1
19658,4.0,595.0,0.0,161,19,1,0,0,1,1,0,0
19659,3.0,119.0,24.0,8,3,1,1,0,0,0,0,0
19660,2.0,176.0,0.0,75,3,1,1,0,0,1,1,0
19661,2.0,182.0,41.0,1,2,1,1,0,0,1,0,0
19662,4.0,111.0,2.0,220,9,0,1,0,0,0,0,1
19663,2.0,85.0,7.0,156,11,1,1,0,0,1,0,0
19665,4.0,103.0,3.0,16,3,1,1,0,0,1,0,0
19666,5.0,226.0,3.0,58,3,1,1,0,0,0,1,0
19667,7.0,377.0,0.0,101,5,1,1,0,0,1,0,0
19671,2.0,371.0,39.0,18,2,1,1,0,0,1,0,0
19673,2.0,464.0,1.0,29,61,1,1,0,0,1,1,0
19678,4.0,79.0,1.0,176,7,1,1,0,0,1,1,0
19680,1.0,604.0,32.0,207,20,1,0,1,0,0,0,0
19681,2.0,207.0,3.0,208,6,1,0,1,0,1,0,0
19682,1.0,402.0,1.0,48,30,1,1,0,0,1,1,0
19683,6.0,666.0,32.0,92,3,1,1,0,0,1,0,0
19684,2.0,93.0,0.0,109,41,1,0,1,0,1,0,0
19686,2.0,181.0,31.0,4,3,1,0,1,0,0,1,0
19688,1.0,93.0,2.0,28,59,1,0,1,0,0,1,0
19689,7.0,208.0,6.0,31,7,1,1,0,0,1,1,0
19690,2.0,146.0,0.0,177,4,1,1,0,0,1,0,0
19692,3.0,152.0,93.0,8,3,1,1,0,0,1,0,0
19693,1.0,64.0,3.0,7,12,0,1,0,0,0,0,1
19695,4.0,323.0,23.0,2,3,1,1,0,0,1,1,0
19697,6.0,461.0,1.0,58,7,1,1,0,0,0,0,0
19698,2.0,145.0,19.0,204,5,1,1,0,0,1,0,0
19700,5.0,242.0,3.0,12,5,1,1,0,0,1,0,0
19701,1.0,148.0,0.0,79,14,1,0,0,1,1,1,0
19703,1.0,333.0,0.0,202,11,1,1,0,0,1,1,0
19704,4.0,237.0,5.0,15,7,1,1,0,0,0,0,0
19706,1.0,994.0,5.0,138,15,1,1,0,0,1,1,0
19709,10.0,162.0,0.0,300,4,1,1,0,0,1,0,0
19710,3.0,245.0,0.0,126,4,1,1,0,0,1,0,0
19711,1.0,3.0,0.0,70,3,1,0,1,0,0,0,0
19712,6.0,272.0,2.0,203,7,1,1,0,0,1,0,0
19713,1.0,0.0,0.0,101,6,1,1,0,0,1,0,0
19719,2.0,149.0,0.0,115,3,1,1,0,0,0,0,0
19722,1.0,0.0,5.0,5,4,1,0,1,0,0,1,0
19723,2.0,129.0,139.0,25,5,1,0,1,0,0,1,0
19724,8.0,33.0,0.0,27,4,1,0,1,0,1,1,0
19725,4.0,183.0,8.0,80,2,1,1,0,0,0,0,0
19727,2.0,32.0,2.0,8,3,1,0,1,0,0,1,0
19728,4.0,96.0,13.0,13,4,1,1,0,0,1,0,0
19729,8.0,405.0,1.0,213,6,1,1,0,0,0,0,0
19732,1.0,726.0,39.0,267,9,1,0,1,0,1,0,0
19738,2.0,0.0,10.0,2,3,0,0,1,0,0,1,1
19739,2.0,124.0,43.0,71,7,1,1,0,0,1,1,0
19740,2.0,71.0,0.0,0,1,1,1,0,0,0,1,0
19743,2.0,326.0,0.0,174,4,1,1,0,0,1,0,0
19744,6.0,209.0,0.0,98,3,1,1,0,0,1,0,0
19745,2.0,204.0,0.0,43,7,1,0,1,0,1,0,0
19748,4.0,452.0,0.0,210,6,1,1,0,0,1,0,0
19749,10.0,88.0,2.0,86,30,1,1,0,0,1,0,0
19750,3.0,140.0,0.0,78,22,1,1,0,0,1,0,0
19751,4.0,274.0,4.0,198,7,1,1,0,0,0,0,0
19752,3.0,71.0,0.0,16,8,1,1,0,0,0,1,0
19753,2.0,0.0,0.0,26,1,1,1,0,0,0,0,0
19754,1.0,232.0,19.0,0,4,1,1,0,0,0,0,0
19757,1.0,38.0,15.0,1,3,1,1,0,0,1,1,0
19758,1.0,65.0,0.0,73,8,1,1,0,0,1,0,0
19759,4.0,178.0,1.0,70,3,1,1,0,0,1,0,0
19760,3.0,147.0,0.0,25,21,1,1,0,0,1,1,0
19761,6.0,26.0,5.0,22,4,1,1,0,0,0,1,0
19762,3.0,98.0,0.0,36,4,1,1,0,0,0,1,0
19763,2.0,56.0,15.0,39,5,1,1,0,0,1,1,0
19764,1.0,232.0,4.0,31,9,1,1,0,0,1,1,0
19768,2.0,143.0,2.0,4,2,1,0,1,0,1,1,0
19776,2.0,159.0,0.0,208,6,1,1,0,0,1,0,0
19779,1.0,0.0,6.0,59,3,1,1,0,0,0,0,0
19780,4.0,168.0,0.0,175,2,1,1,0,0,1,1,0
19783,2.0,221.0,5.0,185,24,1,1,0,0,0,0,0
19784,1.0,219.0,7.0,11,7,1,1,0,0,1,0,0
19785,2.0,56.0,46.0,22,2,1,1,0,0,1,0,0
19786,2.0,122.0,3.0,204,3,1,1,0,0,1,0,0
19787,4.0,420.0,0.0,49,2,1,1,0,0,1,0,0
19788,1.0,435.0,0.0,92,18,1,1,0,0,1,0,0
19789,2.0,430.0,2.0,25,4,1,1,0,0,1,1,0
19795,6.0,43.0,43.0,8,6,1,1,0,0,0,0,0
19796,3.0,487.0,0.0,129,15,1,1,0,0,1,0,0
19797,3.0,34.0,0.0,105,7,0,1,0,0,1,1,1
19798,4.0,401.0,0.0,138,27,0,1,0,0,1,0,1
19800,3.0,112.0,0.0,11,3,1,1,0,0,0,0,0
19802,4.0,125.0,1.0,171,7,1,0,0,1,1,0,0
19804,2.0,94.0,15.0,60,3,1,1,0,0,0,0,0
19805,1.0,686.0,127.0,29,2,1,0,1,0,1,0,0
19812,2.0,112.0,15.0,1,3,1,1,0,0,1,0,0
19813,2.0,82.0,24.0,3,3,0,0,1,0,0,1,1
19814,1.0,461.0,1.0,161,19,1,0,1,0,1,0,0
19817,4.0,118.0,35.0,24,2,1,1,0,0,1,0,0
19818,1.0,0.0,74.0,1,2,1,0,1,0,0,0,0
19819,4.0,191.0,85.0,185,7,1,1,0,0,1,0,0
19822,5.0,159.0,0.0,16,4,1,1,0,0,1,0,0
19823,2.0,308.0,0.0,42,7,0,0,1,0,0,0,1
19824,2.0,188.0,17.0,15,3,1,1,0,0,1,1,0
19825,10.0,303.0,23.0,16,3,1,1,0,0,1,0,0
19826,3.0,80.0,14.0,27,4,1,1,0,0,1,0,0
19827,8.0,57.0,5.0,134,2,1,1,0,0,1,0,0
19828,6.0,377.0,0.0,201,5,1,1,0,0,1,0,0
19829,4.0,90.0,0.0,209,5,0,1,0,0,0,0,1
19830,3.0,150.0,4.0,7,7,1,1,0,0,1,1,0
19831,2.0,420.0,127.0,331,6,1,0,1,0,1,0,0
19833,2.0,7.0,0.0,98,4,1,0,1,0,0,1,0
19834,2.0,368.0,34.0,27,5,1,1,0,0,1,0,0
19838,1.0,0.0,0.0,204,8,1,0,0,1,0,0,0
19842,5.0,251.0,0.0,22,1,0,1,0,0,1,1,1
19843,1.0,309.0,20.0,281,6,1,1,0,0,1,0,0
19844,4.0,168.0,0.0,93,2,1,1,0,0,1,0,0
19845,3.0,157.0,0.0,28,3,0,1,0,0,1,0,1
19847,4.0,0.0,0.0,201,6,0,1,0,0,0,0,1
19848,7.0,109.0,1.0,29,5,1,1,0,0,1,0,0
19849,4.0,82.0,0.0,17,4,1,1,0,0,1,1,0
19850,2.0,33.0,4.0,16,9,1,0,1,0,0,0,0
19851,4.0,44.0,1.0,26,4,1,1,0,0,0,0,0
19853,1.0,1133.0,37.0,9,3,1,0,1,0,1,1,0
19856,3.0,369.0,0.0,58,8,1,1,0,0,1,0,0
19857,2.0,25.0,0.0,58,2,1,1,0,0,1,0,0
19859,4.0,212.0,0.0,9,10,1,1,0,0,1,0,0
19860,1.0,0.0,0.0,89,1,1,1,0,0,0,1,0
19862,4.0,62.0,1.0,129,4,1,1,0,0,0,0,0
19863,1.0,190.0,40.0,11,12,1,0,1,0,0,1,0
19868,3.0,191.0,0.0,105,17,1,1,0,0,0,0,0
19870,4.0,71.0,0.0,88,2,1,1,0,0,1,1,0
19871,7.0,301.0,0.0,5,2,1,1,0,0,1,1,0
19872,4.0,230.0,4.0,16,8,1,0,1,0,0,0,0
19873,3.0,101.0,0.0,125,4,0,1,0,0,1,0,1
19875,6.0,619.0,0.0,23,2,0,0,1,0,1,0,1
19876,10.0,137.0,51.0,8,3,1,1,0,0,0,1,0
19879,4.0,265.0,1.0,3,6,1,1,0,0,0,0,0
19881,4.0,144.0,2.0,38,2,1,1,0,0,1,0,0
19882,2.0,124.0,44.0,20,2,0,0,1,0,0,0,1
19883,1.0,101.0,35.0,100,10,1,0,1,0,0,0,0
19884,4.0,306.0,9.0,22,2,1,1,0,0,1,1,0
19885,1.0,178.0,0.0,178,10,1,1,0,0,1,1,0
19886,4.0,311.0,8.0,215,2,1,1,0,0,1,0,0
19889,2.0,70.0,0.0,30,3,1,0,1,0,0,0,0
19892,3.0,0.0,33.0,7,10,1,1,0,0,0,0,0
19893,5.0,74.0,6.0,212,6,1,1,0,0,1,0,0
19895,1.0,276.0,1.0,3,96,1,0,1,0,1,0,0
19896,7.0,331.0,0.0,201,10,1,1,0,0,1,0,0
19897,4.0,537.0,0.0,65,9,1,0,1,0,1,1,0
19898,4.0,332.0,0.0,50,10,1,1,0,0,1,0,0
19900,5.0,303.0,0.0,23,5,1,1,0,0,1,0,0
19903,2.0,186.0,28.0,7,4,1,1,0,0,0,1,0
19906,2.0,0.0,0.0,145,3,1,1,0,0,0,1,0
19913,1.0,81.0,8.0,179,14,1,1,0,0,0,1,0
19915,4.0,229.0,0.0,46,1,1,1,0,0,0,1,0
19916,8.0,74.0,9.0,171,8,1,1,0,0,1,1,0
19918,1.0,412.0,45.0,16,4,1,1,0,0,0,1,0
19920,3.0,881.0,13.0,22,3,1,0,1,0,0,0,0
19921,1.0,26.0,0.0,0,5,0,1,0,0,1,1,1
19923,1.0,373.0,14.0,6,3,1,1,0,0,1,0,0
19925,5.0,173.0,3.0,178,7,1,1,0,0,1,1,0
19928,2.0,0.0,22.0,0,1,1,1,0,0,0,1,0
19931,2.0,0.0,0.0,11,3,1,1,0,0,0,1,0
19932,6.0,16.0,2.0,21,7,1,1,0,0,1,0,0
19934,2.0,296.0,0.0,146,11,1,1,0,0,1,0,0
19935,1.0,0.0,0.0,210,9,1,0,1,0,0,0,0
19937,4.0,197.0,42.0,167,6,1,1,0,0,0,1,0
19940,4.0,492.0,13.0,178,8,1,1,0,0,0,1,0
19941,7.0,208.0,1.0,81,2,1,1,0,0,1,0,0
19942,2.0,98.0,12.0,35,4,1,0,0,1,1,0,0
19943,1.0,274.0,5.0,106,91,1,1,0,0,1,1,0
19944,4.0,0.0,3.0,198,3,1,1,0,0,0,0,0
19946,1.0,247.0,12.0,64,92,1,1,0,0,1,1,0
19947,2.0,209.0,0.0,59,11,1,1,0,0,0,1,0
19951,1.0,795.0,20.0,14,2,1,0,1,0,1,0,0
19953,5.0,254.0,7.0,4,8,1,0,1,0,1,0,0
19956,3.0,629.0,7.0,264,65,0,1,0,0,1,0,1
19957,1.0,113.0,0.0,20,1,1,0,1,0,1,1,0
19961,5.0,411.0,0.0,44,7,1,0,1,0,1,0,0
19962,2.0,488.0,34.0,12,3,1,0,1,0,1,1,0
19963,3.0,92.0,2.0,127,14,1,1,0,0,0,0,0
19964,2.0,128.0,0.0,104,18,1,0,1,0,1,1,0
19966,2.0,185.0,5.0,141,11,0,1,0,0,1,0,1
19967,4.0,108.0,4.0,27,5,1,1,0,0,0,0,0
19968,2.0,513.0,4.0,0,5,1,0,1,0,0,1,0
19971,4.0,165.0,0.0,1,3,0,1,0,0,1,0,1
19972,5.0,117.0,1.0,143,7,1,1,0,0,1,0,0
19973,2.0,0.0,0.0,3,3,1,0,1,0,0,1,0
19975,2.0,138.0,0.0,0,6,1,0,1,0,0,1,0
19977,3.0,306.0,3.0,209,5,1,1,0,0,1,0,0
19978,1.0,483.0,41.0,92,13,1,0,1,0,1,0,0
19979,2.0,434.0,1.0,107,6,0,0,1,0,1,1,1
19980,4.0,97.0,15.0,11,6,1,1,0,0,0,0,0
19984,5.0,21.0,0.0,10,3,1,1,0,0,0,1,0
19985,2.0,50.0,3.0,57,2,1,1,0,0,1,0,0
19986,7.0,102.0,0.0,24,5,0,1,0,0,1,0,1
19989,2.0,157.0,7.0,1,4,1,0,1,0,1,0,0
19991,4.0,43.0,1.0,25,4,0,1,0,0,1,0,1
19992,2.0,137.0,16.0,19,5,1,0,1,0,1,0,0
19993,2.0,664.0,0.0,30,10,1,0,1,0,1,0,0
19995,1.0,657.0,39.0,70,108,1,1,0,0,1,0,0
19996,2.0,38.0,64.0,103,2,1,0,1,0,0,0,0
19999,1.0,506.0,11.0,189,9,0,1,0,0,1,1,1
20001,2.0,84.0,5.0,129,9,1,1,0,0,1,0,0
20002,2.0,174.0,6.0,6,1,1,1,0,0,0,0,0
20003,4.0,58.0,0.0,0,3,0,1,0,0,1,0,1
20004,4.0,287.0,0.0,5,4,1,1,0,0,1,0,0
20008,2.0,327.0,111.0,240,5,1,1,0,0,0,1,0
20009,1.0,438.0,32.0,68,5,1,0,1,0,1,0,0
20011,2.0,224.0,4.0,154,29,1,1,0,0,1,0,0
20013,8.0,628.0,1.0,147,9,1,1,0,0,1,1,0
20014,1.0,5.0,3.0,4,8,1,1,0,0,1,0,0
20015,10.0,342.0,17.0,35,5,1,1,0,0,1,0,0
20016,2.0,4.0,0.0,119,4,1,1,0,0,0,1,0
20017,1.0,189.0,32.0,7,7,1,1,0,0,1,1,0
20020,1.0,174.0,96.0,78,7,1,0,1,0,1,0,0
20022,4.0,0.0,25.0,103,9,1,1,0,0,0,1,0
20023,2.0,219.0,0.0,106,6,1,1,0,0,1,0,0
20024,2.0,260.0,4.0,208,5,0,1,0,0,1,1,1
20025,2.0,7.0,0.0,123,7,1,1,0,0,0,0,0
20026,2.0,75.0,10.0,28,7,1,1,0,0,1,1,0
20027,2.0,261.0,0.0,159,1,1,1,0,0,1,0,0
20028,4.0,135.0,1.0,116,5,1,1,0,0,1,0,0
20029,2.0,0.0,1.0,1,4,1,0,1,0,0,0,0
20031,5.0,309.0,19.0,42,3,1,1,0,0,0,0,0
20032,8.0,572.0,0.0,337,4,1,1,0,0,1,0,0
20033,4.0,0.0,0.0,3,6,1,1,0,0,0,0,0
20036,8.0,577.0,0.0,153,12,1,1,0,0,1,0,0
20038,2.0,374.0,0.0,45,1,0,1,0,0,1,0,1
20042,5.0,121.0,0.0,52,10,1,1,0,0,1,1,0
20043,3.0,297.0,0.0,227,4,1,1,0,0,1,1,0
20044,2.0,597.0,0.0,184,16,1,1,0,0,0,0,0
20047,2.0,132.0,0.0,207,7,1,1,0,0,1,0,0
20048,2.0,0.0,1.0,51,7,1,1,0,0,0,0,0
20049,2.0,73.0,1.0,69,7,1,1,0,0,1,0,0
20050,2.0,327.0,0.0,187,10,1,1,0,0,1,1,0
20051,2.0,540.0,1.0,9,1,1,1,0,0,1,1,0
20052,2.0,271.0,10.0,220,8,1,1,0,0,1,0,0
20053,2.0,124.0,44.0,9,3,1,1,0,0,1,0,0
20054,2.0,287.0,16.0,31,7,1,1,0,0,1,1,0
20056,4.0,372.0,0.0,11,5,1,1,0,0,1,0,0
20059,2.0,312.0,0.0,19,36,1,1,0,0,1,1,0
20060,3.0,125.0,69.0,34,7,1,1,0,0,0,1,0
20061,4.0,438.0,0.0,136,22,1,1,0,0,1,0,0
20062,4.0,93.0,0.0,42,2,1,1,0,0,1,0,0
20064,3.0,361.0,0.0,173,4,1,1,0,0,1,1,0
20065,2.0,209.0,41.0,11,10,1,1,0,0,1,1,0
20071,2.0,211.0,3.0,20,3,1,1,0,0,0,0,0
20073,1.0,390.0,31.0,184,4,1,1,0,0,1,0,0
20074,7.0,285.0,0.0,125,3,1,1,0,0,1,0,0
20075,4.0,377.0,1.0,158,14,1,1,0,0,1,0,0
20076,4.0,179.0,1.0,8,21,1,1,0,0,0,0,0
20077,2.0,107.0,25.0,7,5,1,1,0,0,1,0,0
20078,2.0,227.0,18.0,3,9,1,1,0,0,0,1,0
20081,4.0,295.0,1.0,43,9,1,1,0,0,1,0,0
20082,2.0,26.0,45.0,2,2,1,1,0,0,1,1,0
20083,1.0,27.0,0.0,4,7,1,0,0,1,1,1,0
20084,4.0,104.0,0.0,166,3,1,1,0,0,1,1,0
20089,2.0,179.0,29.0,173,7,1,1,0,0,0,1,0
20090,2.0,99.0,0.0,118,5,1,1,0,0,1,0,0
20091,1.0,147.0,2.0,0,3,1,0,1,0,1,0,0
20092,2.0,163.0,94.0,22,1,1,0,1,0,1,0,0
20095,3.0,376.0,0.0,0,1,0,1,0,0,0,1,1
20096,4.0,339.0,0.0,86,7,1,1,0,0,1,0,0
20097,2.0,161.0,0.0,2,3,1,0,1,0,1,0,0
20098,4.0,203.0,0.0,30,4,1,1,0,0,1,0,0
20099,3.0,238.0,3.0,51,3,1,1,0,0,1,1,0
20101,3.0,0.0,1.0,202,10,1,1,0,0,0,0,0
20105,2.0,203.0,0.0,18,5,1,1,0,0,1,1,0
20106,2.0,655.0,85.0,342,5,1,1,0,0,0,1,0
20108,2.0,83.0,39.0,36,7,1,1,0,0,0,1,0
20111,2.0,0.0,19.0,127,1,1,1,0,0,0,1,0
20112,9.0,95.0,1.0,52,7,0,1,0,0,1,1,1
20114,3.0,194.0,33.0,11,7,1,1,0,0,0,0,0
20117,1.0,58.0,2.0,9,2,1,0,1,0,0,1,0
20118,2.0,206.0,13.0,42,7,1,1,0,0,1,0,0
20119,4.0,201.0,1.0,32,4,1,1,0,0,1,0,0
20120,2.0,342.0,21.0,15,3,1,0,1,0,1,1,0
20123,2.0,226.0,0.0,22,5,1,0,1,0,1,0,0
20124,1.0,107.0,2.0,138,14,1,1,0,0,1,0,0
20125,4.0,158.0,4.0,11,2,1,1,0,0,0,1,0
20126,6.0,273.0,0.0,23,7,1,1,0,0,0,0,0
20127,2.0,67.0,6.0,8,3,1,1,0,0,1,1,0
20128,2.0,358.0,8.0,3,3,1,1,0,0,0,0,0
20129,1.0,386.0,1.0,42,69,1,0,1,0,1,1,0
20131,2.0,225.0,0.0,154,15,0,0,1,0,1,0,1
20132,4.0,286.0,1.0,161,6,0,1,0,0,0,0,1
20133,4.0,237.0,0.0,188,9,1,1,0,0,1,0,0
20134,2.0,148.0,3.0,26,5,1,0,1,0,1,0,0
20137,2.0,550.0,12.0,214,15,1,0,1,0,0,0,0
20140,2.0,165.0,2.0,41,10,1,1,0,0,0,0,0
20142,2.0,300.0,18.0,46,10,1,1,0,0,0,0,0
20143,1.0,126.0,0.0,20,1,0,0,1,0,1,1,1
20144,1.0,210.0,0.0,135,50,0,0,0,1,1,0,1
20146,2.0,0.0,0.0,6,3,1,1,0,0,0,0,0
20147,2.0,108.0,1.0,79,5,1,1,0,0,0,1,0
20148,1.0,234.0,14.0,13,2,1,0,1,0,1,0,0
20149,1.0,152.0,27.0,216,5,1,1,0,0,1,1,0
20152,2.0,408.0,6.0,31,15,1,1,0,0,1,0,0
20153,3.0,218.0,0.0,92,8,1,1,0,0,0,1,0
20155,6.0,118.0,0.0,92,4,1,1,0,0,1,0,0
20156,5.0,339.0,0.0,109,1,1,1,0,0,1,0,0
20158,2.0,258.0,0.0,125,28,1,1,0,0,0,1,0
20161,1.0,88.0,3.0,3,5,0,0,1,0,0,1,1
20168,8.0,0.0,0.0,116,10,0,1,0,0,0,0,1
20174,6.0,0.0,0.0,147,2,1,1,0,0,0,1,0
20175,10.0,439.0,0.0,275,7,1,1,0,0,1,1,0
20176,6.0,251.0,0.0,114,3,1,1,0,0,0,1,0
20177,1.0,67.0,3.0,76,10,1,0,1,0,0,0,0
20180,4.0,379.0,1.0,23,3,1,1,0,0,1,0,0
20182,2.0,101.0,0.0,198,5,1,1,0,0,1,0,0
20184,5.0,0.0,12.0,13,2,1,1,0,0,0,0,0
20185,4.0,113.0,15.0,226,8,1,1,0,0,1,0,0
20188,3.0,0.0,0.0,101,5,1,1,0,0,0,1,0
20192,3.0,295.0,1.0,69,4,0,1,0,0,1,0,1
20193,2.0,346.0,6.0,16,5,1,1,0,0,0,1,0
20194,1.0,283.0,9.0,185,17,1,1,0,0,1,1,0
20195,2.0,0.0,1.0,108,4,1,1,0,0,0,1,0
20197,3.0,114.0,3.0,30,5,1,1,0,0,1,0,0
20198,2.0,6.0,1.0,17,4,1,0,1,0,1,0,0
20200,6.0,63.0,0.0,28,5,1,1,0,0,1,0,0
20201,2.0,142.0,1.0,56,2,1,0,1,0,0,0,0
20203,2.0,441.0,0.0,30,7,1,1,0,0,1,0,0
20205,4.0,158.0,1.0,196,6,1,1,0,0,1,0,0
20207,3.0,387.0,5.0,72,60,1,1,0,0,1,0,0
20208,4.0,341.0,0.0,56,6,1,1,0,0,1,1,0
20209,2.0,93.0,0.0,13,4,0,1,0,0,1,0,1
20211,1.0,107.0,0.0,185,11,1,1,0,0,1,0,0
20213,2.0,148.0,18.0,0,4,1,1,0,0,0,1,0
20214,1.0,675.0,5.0,20,6,1,0,1,0,0,0,0
20216,2.0,456.0,0.0,55,34,1,1,0,0,1,0,0
20217,5.0,234.0,0.0,286,10,1,1,0,0,1,0,0
20219,4.0,0.0,0.0,122,3,1,1,0,0,0,0,0
20220,2.0,319.0,0.0,98,4,1,1,0,0,1,0,0
20223,3.0,157.0,42.0,28,3,1,1,0,0,1,0,0
20224,3.0,122.0,0.0,185,2,1,1,0,0,1,1,0
20227,4.0,54.0,1.0,99,15,1,1,0,0,1,0,0
20229,1.0,214.0,3.0,125,22,1,0,1,0,1,1,0
20231,2.0,228.0,53.0,2,2,1,0,1,0,1,0,0
20234,2.0,140.0,14.0,41,9,1,1,0,0,1,1,0
20235,5.0,118.0,0.0,75,20,1,1,0,0,0,0,0
20237,6.0,139.0,0.0,175,9,1,1,0,0,1,0,0
20239,2.0,88.0,4.0,68,7,1,0,1,0,1,0,0
20240,2.0,231.0,0.0,2,1,1,1,0,0,1,0,0
20241,4.0,214.0,2.0,20,11,1,1,0,0,1,1,0
20244,4.0,176.0,4.0,174,4,1,1,0,0,0,1,0
20245,2.0,80.0,0.0,203,5,1,0,0,1,1,1,0
20248,4.0,199.0,9.0,75,2,1,1,0,0,0,1,0
20249,6.0,79.0,0.0,172,6,1,1,0,0,1,0,0
20250,4.0,518.0,13.0,46,3,1,1,0,0,1,1,0
20251,2.0,369.0,14.0,22,7,1,1,0,0,0,0,0
20252,1.0,166.0,13.0,1,4,1,1,0,0,1,0,0
20253,1.0,219.0,18.0,0,44,1,1,0,0,0,1,0
20254,1.0,136.0,6.0,3,3,1,1,0,0,1,0,0
20256,3.0,368.0,40.0,18,15,1,1,0,0,0,1,0
20257,2.0,117.0,0.0,130,116,1,1,0,0,1,0,0
20258,4.0,406.0,0.0,27,13,1,1,0,0,1,0,0
20259,1.0,332.0,0.0,7,2,0,1,0,0,1,0,1
20260,1.0,198.0,0.0,2,5,1,1,0,0,1,0,0
20263,4.0,384.0,0.0,193,7,1,1,0,0,1,0,0
20264,1.0,280.0,6.0,153,18,1,1,0,0,0,0,0
20267,2.0,0.0,0.0,195,1,1,1,0,0,0,0,0
20270,2.0,0.0,1.0,208,1,0,1,0,0,0,0,1
20272,4.0,468.0,0.0,121,7,1,1,0,0,0,0,0
20273,2.0,569.0,0.0,2,2,1,1,0,0,1,1,0
20274,2.0,383.0,2.0,194,2,0,1,0,0,0,0,1
20275,4.0,74.0,36.0,209,2,1,1,0,0,1,0,0
20278,2.0,257.0,0.0,86,8,1,1,0,0,1,0,0
20279,8.0,268.0,15.0,118,4,1,1,0,0,1,0,0
20280,2.0,454.0,0.0,25,4,1,1,0,0,0,0,0
20283,2.0,288.0,0.0,48,5,1,0,1,0,1,1,0
20284,5.0,97.0,9.0,28,3,1,1,0,0,1,0,0
20285,2.0,150.0,0.0,27,5,1,0,1,0,0,1,0
20287,3.0,593.0,0.0,19,3,1,1,0,0,0,1,0
20288,4.0,94.0,2.0,12,4,1,1,0,0,1,1,0
20289,2.0,209.0,2.0,32,3,1,1,0,0,1,1,0
20290,2.0,67.0,29.0,145,11,1,1,0,0,1,0,0
20292,2.0,398.0,1.0,159,8,0,1,0,0,0,1,1
20293,2.0,251.0,32.0,29,3,0,1,0,0,1,1,1
20296,2.0,111.0,1.0,63,69,1,1,0,0,0,0,0
20298,2.0,263.0,3.0,7,4,1,0,1,0,1,0,0
20300,3.0,109.0,1.0,149,32,0,0,0,1,1,0,1
20301,2.0,149.0,1.0,118,11,1,1,0,0,0,1,0
20302,2.0,69.0,0.0,108,14,1,1,0,0,0,1,0
20304,4.0,139.0,0.0,29,6,1,0,1,0,1,0,0
20305,2.0,111.0,12.0,90,2,1,1,0,0,0,1,0
20308,2.0,234.0,6.0,8,7,1,1,0,0,0,0,0
20310,2.0,454.0,0.0,20,3,1,1,0,0,0,1,0
20311,1.0,345.0,16.0,70,9,1,0,1,0,1,0,0
20314,1.0,0.0,4.0,0,1,1,0,1,0,0,1,0
20317,1.0,458.0,46.0,21,7,1,0,1,0,1,0,0
20318,1.0,403.0,0.0,97,8,1,1,0,0,0,0,0
20324,10.0,473.0,0.0,29,4,0,1,0,0,0,0,1
20326,2.0,131.0,4.0,198,3,1,1,0,0,1,0,0
20327,1.0,147.0,2.0,1,5,1,1,0,0,0,1,0
20328,2.0,421.0,4.0,104,208,1,1,0,0,1,0,0
20329,2.0,603.0,0.0,199,9,1,1,0,0,0,1,0
20330,6.0,157.0,1.0,196,7,0,1,0,0,1,0,1
20331,2.0,207.0,0.0,96,2,1,1,0,0,1,0,0
20332,1.0,81.0,111.0,47,5,1,1,0,0,0,0,0
20334,3.0,88.0,0.0,195,5,0,0,1,0,1,1,1
20335,3.0,0.0,1.0,27,5,1,1,0,0,0,0,0
20337,2.0,99.0,5.0,7,4,1,1,0,0,0,0,0
20338,1.0,49.0,3.0,7,2,1,1,0,0,1,1,0
20339,4.0,0.0,12.0,203,3,0,1,0,0,0,0,1
20340,2.0,473.0,1.0,11,122,1,1,0,0,1,1,0
20342,6.0,51.0,1.0,22,6,1,1,0,0,1,0,0
20343,2.0,484.0,20.0,22,18,1,1,0,0,0,0,0
20344,3.0,141.0,5.0,31,8,1,1,0,0,1,0,0
20346,5.0,468.0,11.0,20,3,1,1,0,0,0,0,0
20347,2.0,84.0,0.0,206,12,1,1,0,0,0,0,0
20348,3.0,0.0,0.0,92,5,1,1,0,0,0,0,0
20349,1.0,161.0,0.0,15,31,1,1,0,0,1,1,0
20350,5.0,0.0,0.0,196,1,1,1,0,0,0,1,0
20351,2.0,738.0,11.0,143,1,1,0,1,0,0,0,0
20353,2.0,82.0,0.0,31,5,1,1,0,0,1,0,0
