,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,not_replied,contact_me,past_booker
17215,5.0,427.0,18.0,28,4,1,0,1,0
17216,4.0,192.0,0.0,152,1,1,0,1,0
17219,1.0,326.0,7.0,30,21,1,0,1,1
17220,2.0,110.0,2.0,6,3,0,1,1,0
17221,2.0,144.0,20.0,171,6,1,0,0,1
17222,1.0,67.0,58.0,46,11,1,0,0,0
17223,4.0,68.0,0.0,115,7,1,0,1,0
17224,3.0,145.0,5.0,75,5,1,0,1,0
17225,1.0,133.0,0.0,181,17,1,0,1,0
17226,1.0,123.0,0.0,9,122,1,0,1,1
17227,2.0,245.0,0.0,201,7,1,0,1,0
17228,2.0,103.0,0.0,176,3,1,0,0,0
17230,2.0,366.0,0.0,176,3,1,0,1,0
17231,3.0,140.0,0.0,28,4,0,1,1,0
17232,5.0,273.0,13.0,37,6,1,0,0,1
17233,2.0,207.0,46.0,23,4,1,0,0,1
17234,2.0,155.0,0.0,143,3,1,0,1,0
17235,1.0,213.0,7.0,16,2,1,0,1,0
17236,5.0,10.0,0.0,70,3,1,0,0,0
17237,2.0,318.0,47.0,4,3,1,0,1,0
17238,2.0,807.0,1.0,44,8,1,0,1,0
17239,6.0,103.0,0.0,14,3,1,0,1,0
17240,1.0,131.0,2.0,184,10,1,0,0,0
17241,2.0,219.0,7.0,2,1,1,0,1,0
17242,2.0,389.0,1.0,18,11,1,0,1,0
17243,2.0,300.0,3.0,13,30,1,0,1,1
17244,2.0,440.0,45.0,43,6,1,0,1,0
17245,2.0,412.0,0.0,189,4,1,0,1,0
17246,1.0,156.0,49.0,65,3,0,1,1,0
17248,8.0,102.0,1.0,30,5,1,0,1,0
17249,1.0,57.0,1.0,215,6,1,0,1,0
17250,1.0,330.0,2.0,20,20,1,0,1,0
17253,5.0,20.0,0.0,32,5,0,1,0,1
17254,4.0,125.0,4.0,202,3,1,0,1,0
17255,1.0,60.0,0.0,76,11,0,1,1,1
17256,2.0,42.0,0.0,93,3,1,0,1,0
17257,4.0,67.0,18.0,52,3,1,0,1,0
17258,1.0,654.0,0.0,122,6,1,0,1,1
17259,3.0,168.0,3.0,4,6,0,1,1,0
17260,2.0,110.0,24.0,53,7,1,0,1,0
17262,3.0,55.0,2.0,17,4,1,0,1,0
17264,3.0,90.0,0.0,52,6,1,0,1,0
17265,2.0,525.0,0.0,188,3,1,0,1,0
17266,1.0,197.0,2.0,14,2,1,0,1,0
17267,3.0,0.0,18.0,178,5,1,0,0,0
17268,1.0,247.0,75.0,173,8,1,0,1,0
17270,5.0,356.0,0.0,182,2,1,0,1,0
17271,1.0,184.0,8.0,9,7,1,0,1,0
17272,4.0,63.0,33.0,183,1,1,0,0,0
17273,1.0,439.0,55.0,36,7,1,0,0,0
17275,1.0,537.0,17.0,4,1,1,0,1,0
17276,1.0,157.0,55.0,42,2,1,0,0,0
17277,2.0,230.0,70.0,13,4,1,0,1,1
17278,3.0,0.0,1.0,33,6,1,0,0,1
17279,4.0,414.0,0.0,15,2,1,0,0,0
17281,5.0,113.0,24.0,9,4,1,0,1,0
17282,1.0,112.0,0.0,51,8,1,0,1,0
17283,2.0,173.0,1.0,19,3,1,0,1,0
17284,6.0,178.0,1.0,156,11,1,0,1,0
17285,2.0,37.0,2.0,188,9,1,0,1,0
17288,2.0,45.0,23.0,2,1,1,0,0,1
17289,1.0,460.0,0.0,206,3,1,0,1,1
17291,6.0,389.0,0.0,8,5,1,0,1,0
17293,2.0,442.0,0.0,9,4,1,0,1,0
17295,2.0,281.0,19.0,8,2,1,0,0,1
17296,2.0,105.0,30.0,61,5,1,0,0,1
17297,4.0,237.0,2.0,138,15,1,0,1,1
17298,2.0,423.0,0.0,17,7,0,1,0,1
17299,2.0,169.0,38.0,185,6,1,0,0,1
17300,1.0,235.0,0.0,155,9,1,0,1,0
17301,2.0,209.0,9.0,0,2,1,0,1,0
17302,1.0,121.0,66.0,3,1,1,0,1,1
17303,2.0,259.0,1.0,24,3,1,0,1,0
17305,8.0,50.0,2.0,28,7,1,0,1,0
17306,8.0,51.0,3.0,31,4,1,0,1,0
17307,1.0,93.0,53.0,27,30,1,0,1,1
17308,4.0,314.0,18.0,30,4,1,0,0,1
17310,3.0,140.0,0.0,171,7,1,0,1,0
17311,1.0,125.0,0.0,65,3,0,1,0,1
17312,1.0,131.0,0.0,29,3,1,0,1,1
17313,5.0,161.0,0.0,51,7,1,0,0,0
17314,4.0,68.0,4.0,31,2,1,0,1,1
17315,4.0,30.0,0.0,63,21,1,0,1,1
17316,3.0,147.0,0.0,178,10,1,0,1,0
17317,5.0,180.0,20.0,9,5,1,0,0,1
17318,7.0,206.0,0.0,189,8,1,0,1,0
17319,12.0,216.0,11.0,89,2,1,0,1,0
17320,2.0,188.0,12.0,120,2,1,0,1,0
17321,2.0,285.0,3.0,0,1,0,1,0,1
17322,1.0,629.0,12.0,22,30,1,0,1,1
17323,4.0,100.0,4.0,9,3,1,0,1,0
17324,2.0,194.0,0.0,3,6,1,0,1,1
17325,5.0,69.0,1.0,21,3,0,1,1,0
17326,2.0,47.0,4.0,78,5,1,0,0,0
17327,3.0,512.0,84.0,134,1,1,0,1,1
17328,1.0,24.0,1.0,205,30,0,1,0,0
17331,2.0,590.0,15.0,132,14,1,0,1,0
17332,3.0,201.0,0.0,153,7,1,0,0,0
17333,4.0,289.0,1.0,13,3,1,0,1,0
17334,3.0,276.0,1.0,42,5,1,0,1,0
17335,6.0,312.0,3.0,149,5,1,0,1,0
17336,3.0,219.0,13.0,1,4,1,0,1,0
17337,1.0,448.0,3.0,61,18,0,1,1,0
17338,2.0,107.0,15.0,88,1,1,0,0,0
17339,2.0,312.0,3.0,105,5,0,1,1,0
17340,2.0,210.0,36.0,3,2,1,0,1,0
17341,1.0,186.0,0.0,24,2,1,0,1,0
17342,1.0,130.0,10.0,31,3,1,0,1,0
17343,3.0,219.0,27.0,273,6,1,0,1,1
17344,8.0,310.0,1.0,211,3,1,0,1,0
17345,2.0,128.0,11.0,25,9,1,0,0,0
17346,5.0,51.0,1.0,21,6,1,0,0,1
17347,4.0,130.0,30.0,12,1,1,0,1,0
17348,1.0,208.0,16.0,0,5,1,0,0,1
17349,2.0,128.0,2.0,69,7,1,0,1,0
17350,4.0,96.0,0.0,9,3,1,0,1,0
17351,2.0,127.0,9.0,52,2,1,0,1,0
17352,4.0,289.0,0.0,98,18,1,0,1,1
17353,3.0,194.0,15.0,11,10,1,0,0,0
17354,1.0,342.0,9.0,1,61,1,0,1,0
17355,2.0,186.0,51.0,7,3,1,0,1,1
17357,1.0,909.0,6.0,23,5,1,0,1,0
17358,4.0,140.0,11.0,21,4,1,0,1,0
17359,1.0,240.0,1.0,151,22,0,1,1,1
17361,2.0,83.0,3.0,29,2,1,0,1,0
17362,1.0,225.0,5.0,4,5,1,0,0,1
17363,1.0,330.0,1.0,4,5,0,1,0,1
17364,2.0,188.0,47.0,18,3,1,0,0,0
17366,3.0,63.0,0.0,65,3,1,0,1,0
17367,1.0,246.0,1.0,9,30,1,0,1,0
17368,1.0,425.0,0.0,130,15,1,0,1,0
17369,6.0,51.0,19.0,29,4,1,0,1,0
17370,2.0,89.0,8.0,14,13,1,0,1,0
17371,1.0,624.0,0.0,1,15,1,0,1,0
17372,4.0,29.0,20.0,1,4,1,0,1,0
17373,6.0,506.0,0.0,135,8,0,1,1,0
17374,1.0,475.0,0.0,1,1,1,0,0,0
17375,3.0,84.0,0.0,60,22,0,1,1,0
17376,2.0,367.0,0.0,184,4,1,0,0,0
17377,4.0,280.0,0.0,120,4,1,0,1,1
17379,2.0,0.0,1.0,58,2,1,0,0,0
17380,2.0,483.0,4.0,259,8,1,0,1,0
17381,4.0,292.0,14.0,98,11,1,0,1,0
17383,2.0,435.0,1.0,40,9,1,0,0,0
17384,1.0,132.0,11.0,2,4,1,0,1,1
17386,2.0,117.0,0.0,135,10,0,1,1,0
17387,5.0,283.0,0.0,24,4,1,0,0,0
17389,1.0,405.0,38.0,0,2,1,0,0,1
17390,2.0,0.0,29.0,16,2,1,0,0,0
17391,9.0,0.0,34.0,37,2,1,0,0,1
17392,6.0,96.0,0.0,177,8,1,0,1,1
17393,3.0,94.0,5.0,35,6,1,0,0,0
17394,1.0,691.0,0.0,3,3,1,0,1,1
17396,1.0,269.0,1.0,9,107,1,0,1,0
17397,1.0,118.0,5.0,192,3,1,0,1,0
17398,2.0,184.0,6.0,181,14,1,0,0,0
17399,2.0,86.0,0.0,42,6,0,1,1,1
17400,3.0,557.0,0.0,30,5,1,0,1,0
17401,1.0,298.0,1.0,64,30,1,0,0,1
17402,2.0,684.0,7.0,19,2,1,0,1,1
17403,3.0,378.0,1.0,102,14,1,0,1,0
17405,5.0,348.0,0.0,146,4,1,0,1,0
17406,4.0,541.0,3.0,2,9,1,0,1,0
17407,3.0,158.0,0.0,124,3,1,0,1,0
17408,3.0,362.0,0.0,139,4,1,0,1,0
17409,2.0,324.0,10.0,181,9,1,0,0,0
17410,4.0,114.0,0.0,19,5,1,0,1,0
17411,6.0,25.0,0.0,29,5,1,0,1,1
17412,1.0,228.0,0.0,0,9,1,0,1,1
17413,10.0,50.0,3.0,0,2,1,0,1,0
17415,2.0,0.0,0.0,110,3,0,1,0,1
17417,3.0,70.0,0.0,25,1,1,0,1,1
17419,3.0,230.0,22.0,44,3,1,0,1,0
17420,3.0,243.0,69.0,16,3,1,0,0,0
17421,2.0,151.0,1.0,3,7,1,0,1,1
17422,2.0,548.0,0.0,48,14,1,0,1,1
17423,5.0,98.0,0.0,90,8,1,0,1,0
17424,4.0,69.0,1.0,205,9,0,1,1,1
17426,4.0,2.0,4.0,19,4,1,0,1,0
17427,2.0,170.0,56.0,32,6,1,0,0,1
17428,1.0,284.0,6.0,42,4,1,0,0,1
17429,4.0,28.0,13.0,188,4,1,0,1,0
17430,1.0,109.0,2.0,19,7,1,0,1,1
17432,1.0,498.0,1.0,8,3,0,1,1,0
17433,2.0,212.0,10.0,159,9,1,0,1,0
17434,3.0,0.0,0.0,182,4,0,1,0,1
17435,4.0,34.0,0.0,24,4,0,1,0,1
17436,2.0,137.0,0.0,115,9,1,0,1,0
17437,4.0,82.0,2.0,48,11,1,0,0,0
17438,1.0,136.0,3.0,0,4,1,0,1,0
17439,2.0,102.0,0.0,10,4,1,0,1,0
17440,4.0,251.0,0.0,67,1,1,0,0,1
17441,5.0,130.0,3.0,24,5,1,0,1,0
17442,5.0,274.0,25.0,306,8,1,0,1,0
17443,3.0,244.0,12.0,27,9,1,0,1,1
17444,5.0,280.0,8.0,41,7,1,0,1,0
17445,4.0,162.0,2.0,154,10,0,1,1,0
17446,2.0,326.0,0.0,43,2,1,0,1,0
17447,5.0,22.0,11.0,16,5,1,0,0,0
17449,5.0,0.0,45.0,5,3,1,0,0,0
17451,2.0,320.0,1.0,20,30,1,0,1,0
17452,3.0,209.0,0.0,12,4,1,0,0,0
17453,2.0,385.0,58.0,66,21,1,0,1,1
17454,1.0,375.0,0.0,31,25,1,0,1,0
17455,2.0,274.0,2.0,37,16,1,0,1,0
17456,1.0,322.0,32.0,19,8,1,0,1,0
17457,1.0,868.0,1.0,113,38,1,0,1,0
17459,1.0,650.0,1.0,194,17,1,0,0,0
17460,2.0,258.0,0.0,72,5,0,1,1,1
17461,1.0,14.0,3.0,3,18,1,0,1,0
17462,6.0,61.0,24.0,30,4,1,0,1,1
17464,4.0,292.0,0.0,205,1,1,0,1,0
17465,2.0,641.0,7.0,163,2,1,0,1,0
17466,1.0,142.0,0.0,46,8,1,0,1,0
17468,1.0,19.0,0.0,17,2,1,0,1,1
17470,4.0,224.0,0.0,200,7,1,0,0,1
17471,1.0,608.0,1.0,185,6,1,0,1,1
17472,6.0,57.0,0.0,30,3,0,1,1,1
17474,2.0,50.0,11.0,54,4,1,0,1,0
17475,3.0,106.0,4.0,16,4,1,0,1,0
17476,2.0,1948.0,1.0,89,7,1,0,1,1
17477,2.0,193.0,0.0,187,17,1,0,0,0
17478,1.0,385.0,24.0,44,3,1,0,0,1
17480,2.0,287.0,1.0,80,4,0,1,0,0
17481,3.0,359.0,34.0,133,2,1,0,1,1
17482,10.0,324.0,15.0,345,5,1,0,1,0
17483,5.0,612.0,0.0,156,7,1,0,1,1
17484,2.0,333.0,7.0,15,2,1,0,1,0
17485,2.0,212.0,35.0,318,7,1,0,1,0
17487,2.0,37.0,0.0,33,4,1,0,0,0
17488,4.0,292.0,2.0,116,15,0,1,1,0
17489,4.0,182.0,3.0,25,7,0,1,1,0
17490,2.0,324.0,11.0,206,5,1,0,1,1
17492,5.0,335.0,12.0,26,6,1,0,1,0
17493,1.0,85.0,1.0,17,6,1,0,0,1
17494,2.0,198.0,1.0,161,18,0,1,1,0
17495,1.0,609.0,1.0,95,60,1,0,1,0
17496,2.0,140.0,6.0,13,4,1,0,1,1
17497,5.0,147.0,19.0,220,5,1,0,1,1
17498,2.0,140.0,0.0,96,5,1,0,0,0
17499,5.0,0.0,31.0,214,6,1,0,0,1
17500,3.0,508.0,0.0,94,3,0,1,1,0
17501,2.0,91.0,19.0,19,3,1,0,1,1
17503,5.0,286.0,0.0,32,15,1,0,0,1
17504,9.0,273.0,1.0,7,2,1,0,1,0
17505,2.0,0.0,3.0,119,4,1,0,0,0
17506,1.0,188.0,35.0,0,3,1,0,1,0
17507,6.0,636.0,0.0,65,4,1,0,1,0
17508,5.0,55.0,0.0,39,13,1,0,0,0
17510,6.0,25.0,2.0,16,3,1,0,0,1
17511,1.0,527.0,6.0,41,2,1,0,0,1
17512,1.0,360.0,33.0,29,4,1,0,0,1
17513,1.0,96.0,15.0,0,3,1,0,0,1
17514,3.0,89.0,5.0,29,3,0,1,0,0
17515,5.0,1.0,1.0,39,1,1,0,0,0
17516,5.0,219.0,0.0,7,3,0,1,1,0
17518,6.0,143.0,0.0,67,2,1,0,1,0
17519,3.0,60.0,17.0,28,5,1,0,0,0
17520,2.0,301.0,0.0,166,4,1,0,1,0
17523,1.0,502.0,5.0,2,7,1,0,1,1
17524,2.0,0.0,17.0,31,4,1,0,0,0
17525,3.0,625.0,4.0,117,4,1,0,0,1
17526,2.0,184.0,19.0,59,3,1,0,1,0
17528,5.0,269.0,0.0,20,5,1,0,1,0
17529,2.0,514.0,0.0,14,8,1,0,1,1
17531,2.0,340.0,0.0,9,3,1,0,1,1
17532,2.0,235.0,2.0,203,1,1,0,1,0
17533,4.0,0.0,0.0,102,3,0,1,0,1
17535,1.0,313.0,1.0,33,4,1,0,1,1
17537,2.0,147.0,10.0,9,7,1,0,0,0
17538,6.0,493.0,29.0,7,5,1,0,0,1
17539,2.0,35.0,0.0,103,14,1,0,1,1
17540,7.0,427.0,0.0,51,2,0,1,1,1
17541,2.0,31.0,0.0,38,7,1,0,1,0
17543,1.0,196.0,0.0,2,4,1,0,1,1
17545,2.0,749.0,2.0,158,7,0,1,1,1
17547,2.0,174.0,2.0,147,6,1,0,0,1
17549,3.0,566.0,0.0,202,5,0,1,1,0
17550,1.0,80.0,23.0,1,3,1,0,0,1
17551,7.0,215.0,19.0,28,4,1,0,1,0
17552,2.0,204.0,0.0,199,4,1,0,1,0
17553,1.0,231.0,7.0,121,4,1,0,1,0
17554,2.0,17.0,0.0,21,4,1,0,1,0
17555,7.0,227.0,1.0,211,19,1,0,1,0
17556,6.0,24.0,0.0,23,5,1,0,1,1
17557,5.0,91.0,14.0,88,4,1,0,1,0
17558,6.0,191.0,0.0,98,15,1,0,1,1
17560,2.0,475.0,96.0,3,4,1,0,1,0
17561,4.0,406.0,0.0,81,3,1,0,1,0
17563,1.0,146.0,1.0,190,1,1,0,1,1
17564,2.0,0.0,0.0,152,2,0,1,0,1
17565,2.0,121.0,0.0,29,5,1,0,1,0
17567,2.0,200.0,0.0,30,5,1,0,1,0
17568,1.0,173.0,0.0,13,2,1,0,1,0
17569,2.0,127.0,0.0,226,3,1,0,1,0
17571,2.0,151.0,3.0,151,11,1,0,1,1
17572,1.0,1.0,32.0,117,29,1,0,1,0
17573,2.0,136.0,33.0,91,9,1,0,0,0
17574,4.0,162.0,8.0,164,4,1,0,1,0
17575,3.0,36.0,36.0,30,3,1,0,1,0
17576,2.0,63.0,16.0,26,3,1,0,0,0
17578,2.0,138.0,6.0,199,10,1,0,1,1
17579,3.0,153.0,45.0,187,23,1,0,1,0
17580,4.0,218.0,0.0,138,4,1,0,1,0
17583,1.0,269.0,105.0,14,3,1,0,1,0
17584,2.0,185.0,3.0,210,4,1,0,0,0
17585,4.0,97.0,1.0,10,4,1,0,1,1
17586,8.0,136.0,0.0,207,7,1,0,1,0
17587,4.0,130.0,94.0,240,5,1,0,1,1
17589,3.0,141.0,0.0,70,3,1,0,1,1
17590,3.0,174.0,0.0,112,5,1,0,1,0
17592,3.0,11.0,10.0,8,3,1,0,0,0
17593,2.0,357.0,174.0,41,9,1,0,0,1
17594,2.0,206.0,0.0,21,2,1,0,1,0
17595,2.0,366.0,0.0,11,3,1,0,0,1
17596,2.0,189.0,28.0,0,4,1,0,0,1
17597,3.0,253.0,2.0,125,1,1,0,1,0
17598,3.0,1059.0,25.0,192,11,1,0,1,0
17600,1.0,85.0,0.0,96,5,1,0,1,0
17604,2.0,264.0,1.0,18,4,1,0,1,0
17605,3.0,331.0,4.0,0,6,1,0,1,0
17606,12.0,359.0,0.0,71,60,1,0,1,0
17607,3.0,231.0,0.0,142,30,1,0,1,0
17609,4.0,153.0,1.0,23,8,1,0,1,1
17610,3.0,0.0,0.0,12,2,1,0,0,0
17611,10.0,86.0,6.0,19,2,1,0,0,0
17612,4.0,41.0,6.0,32,6,1,0,0,0
17613,1.0,235.0,62.0,24,2,1,0,1,0
17614,1.0,82.0,0.0,69,20,1,0,1,1
17615,6.0,706.0,0.0,6,2,1,0,1,0
17616,16.0,22.0,4.0,23,4,1,0,1,0
17617,3.0,478.0,0.0,217,3,0,1,1,1
17618,2.0,172.0,0.0,79,5,1,0,1,0
17619,1.0,407.0,4.0,206,3,1,0,1,0
17620,1.0,69.0,5.0,208,4,1,0,1,1
17623,2.0,32.0,28.0,2,7,1,0,0,1
17624,3.0,324.0,0.0,73,13,1,0,0,0
17625,2.0,482.0,2.0,77,4,1,0,1,0
17627,2.0,0.0,0.0,191,3,1,0,0,0
17628,4.0,156.0,0.0,211,3,1,0,1,0
17629,3.0,403.0,0.0,98,2,1,0,1,0
17630,1.0,197.0,0.0,273,13,1,0,1,1
17632,4.0,127.0,10.0,153,2,1,0,1,0
17633,2.0,418.0,26.0,77,2,1,0,1,0
17634,2.0,150.0,0.0,147,2,1,0,1,0
17635,2.0,83.0,0.0,29,4,0,1,1,1
17636,2.0,384.0,6.0,1,5,1,0,1,0
17637,2.0,153.0,0.0,172,8,1,0,1,0
17638,2.0,204.0,4.0,78,11,1,0,0,0
17639,2.0,209.0,0.0,217,10,1,0,1,0
17640,3.0,26.0,4.0,33,90,1,0,1,0
17642,2.0,44.0,7.0,139,11,1,0,1,0
17643,4.0,10.0,22.0,65,4,1,0,0,0
17644,2.0,313.0,0.0,168,7,1,0,1,0
17646,5.0,66.0,0.0,44,2,0,1,1,0
17647,5.0,258.0,0.0,61,5,1,0,1,0
17648,2.0,140.0,8.0,1,1,1,0,1,1
17649,3.0,165.0,0.0,78,2,1,0,1,1
17650,1.0,242.0,22.0,0,7,1,0,1,0
17651,3.0,69.0,79.0,8,4,1,0,0,1
17652,2.0,284.0,0.0,155,17,1,0,1,1
17655,3.0,166.0,69.0,76,7,1,0,0,1
17656,2.0,125.0,7.0,101,8,1,0,1,0
17658,2.0,337.0,77.0,105,9,1,0,1,0
17659,4.0,132.0,0.0,113,7,1,0,1,0
17660,3.0,119.0,1.0,81,8,1,0,1,0
17661,2.0,112.0,4.0,9,2,1,0,0,1
17662,1.0,335.0,1.0,143,8,1,0,1,1
17663,3.0,134.0,3.0,19,13,1,0,1,0
17664,6.0,47.0,0.0,205,3,1,0,1,1
17667,1.0,355.0,2.0,189,9,1,0,1,1
17668,2.0,154.0,68.0,260,11,1,0,1,0
17669,1.0,613.0,29.0,18,2,1,0,1,1
17670,4.0,82.0,29.0,301,15,0,1,0,1
17671,3.0,399.0,0.0,168,10,1,0,1,0
17673,2.0,229.0,2.0,83,2,1,0,0,1
17674,4.0,191.0,0.0,202,9,1,0,1,0
17675,2.0,262.0,0.0,65,27,1,0,0,0
17676,4.0,0.0,0.0,25,5,0,1,0,1
17677,2.0,48.0,0.0,8,3,1,0,1,0
17678,1.0,254.0,0.0,190,5,1,0,1,0
17679,1.0,0.0,20.0,3,3,1,0,0,0
17683,2.0,310.0,4.0,2,5,0,1,0,1
17686,4.0,12.0,7.0,154,21,1,0,0,0
17687,2.0,143.0,13.0,2,8,1,0,0,0
17688,1.0,261.0,1.0,1,2,1,0,1,1
17689,2.0,485.0,0.0,80,6,1,0,1,1
17690,2.0,131.0,1.0,163,3,1,0,0,1
17692,6.0,202.0,0.0,207,7,0,1,1,1
17693,2.0,197.0,3.0,191,11,1,0,1,0
17694,1.0,97.0,22.0,42,4,1,0,1,0
17695,1.0,244.0,3.0,78,10,1,0,0,0
17696,2.0,120.0,0.0,215,1,1,0,0,1
17697,7.0,112.0,3.0,221,16,1,0,1,0
17698,1.0,120.0,1.0,164,14,0,1,0,0
17699,3.0,121.0,2.0,30,5,1,0,1,1
17700,6.0,3.0,3.0,120,5,1,0,0,0
17703,4.0,239.0,7.0,67,6,1,0,1,0
17704,2.0,114.0,3.0,223,4,1,0,1,0
17706,2.0,278.0,0.0,77,5,1,0,1,1
17707,2.0,308.0,0.0,81,1,1,0,1,0
17708,1.0,159.0,0.0,182,7,1,0,1,0
17709,1.0,1032.0,17.0,20,1,1,0,1,0
17710,2.0,123.0,3.0,199,17,1,0,1,0
17711,5.0,137.0,3.0,16,6,1,0,0,0
17713,2.0,193.0,0.0,14,5,0,1,1,0
17714,2.0,156.0,1.0,0,7,1,0,0,1
17715,2.0,171.0,0.0,154,6,1,0,1,0
17716,1.0,289.0,0.0,35,15,1,0,1,0
17717,1.0,898.0,0.0,3,2,1,0,1,0
17718,1.0,249.0,32.0,118,3,1,0,0,0
17720,5.0,375.0,16.0,118,10,1,0,0,1
17721,5.0,223.0,2.0,52,9,1,0,1,0
17722,2.0,50.0,13.0,26,3,1,0,1,0
17723,1.0,89.0,0.0,195,7,0,1,1,1
17725,2.0,91.0,23.0,14,5,1,0,0,1
17726,1.0,315.0,0.0,1,5,1,0,1,0
17727,4.0,305.0,11.0,21,8,1,0,1,0
17728,2.0,227.0,0.0,14,4,1,0,0,1
17729,3.0,271.0,4.0,22,2,1,0,0,1
17730,3.0,266.0,0.0,32,23,1,0,1,0
17733,2.0,251.0,15.0,22,3,1,0,0,0
17734,4.0,423.0,0.0,70,10,1,0,1,0
17735,5.0,309.0,0.0,101,6,1,0,1,1
17736,5.0,48.0,1.0,7,3,1,0,1,1
17737,2.0,803.0,10.0,5,5,1,0,1,0
17738,1.0,210.0,5.0,69,92,1,0,1,1
17740,3.0,102.0,71.0,100,3,1,0,1,0
17742,2.0,0.0,34.0,50,10,1,0,0,1
17743,3.0,70.0,0.0,57,8,1,0,1,0
17744,3.0,40.0,1.0,2,4,1,0,0,1
17745,2.0,134.0,12.0,10,3,1,0,1,1
17746,2.0,132.0,0.0,159,4,1,0,1,0
17747,1.0,1645.0,0.0,107,5,0,1,1,0
17748,4.0,70.0,4.0,13,9,1,0,1,0
17749,2.0,258.0,0.0,51,3,0,1,1,0
17750,4.0,185.0,0.0,162,2,1,0,0,1
17751,2.0,123.0,8.0,22,6,0,1,1,0
17752,4.0,442.0,3.0,59,3,0,1,1,0
17754,2.0,63.0,0.0,211,7,1,0,1,0
17755,4.0,227.0,3.0,29,4,0,1,1,0
17756,4.0,338.0,5.0,141,3,1,0,0,1
17757,4.0,278.0,0.0,44,4,1,0,1,1
17758,5.0,238.0,3.0,28,7,1,0,1,0
17759,2.0,83.0,15.0,4,30,1,0,1,1
17762,1.0,242.0,5.0,68,3,1,0,0,0
17763,2.0,139.0,28.0,18,4,1,0,0,1
17764,2.0,0.0,13.0,174,6,0,1,0,0
17765,1.0,191.0,0.0,0,3,1,0,1,0
17766,1.0,97.0,25.0,15,2,1,0,1,0
17767,4.0,144.0,0.0,198,2,1,0,1,0
17768,3.0,275.0,0.0,8,10,1,0,0,0
17769,5.0,72.0,0.0,196,4,1,0,1,1
17770,1.0,295.0,1.0,0,30,1,0,1,0
17771,2.0,248.0,6.0,82,6,1,0,1,0
17772,2.0,103.0,0.0,5,1,0,1,0,1
17774,2.0,228.0,2.0,151,11,1,0,1,0
17775,1.0,1147.0,2.0,150,7,1,0,1,0
17776,6.0,155.0,0.0,119,2,1,0,1,0
17777,4.0,185.0,0.0,64,12,1,0,1,0
17779,1.0,223.0,0.0,65,8,1,0,1,0
17781,2.0,86.0,0.0,9,5,1,0,1,1
17782,1.0,43.0,0.0,9,87,1,0,1,0
17783,4.0,196.0,15.0,31,4,1,0,1,0
17784,1.0,0.0,24.0,24,1,0,1,0,0
17785,3.0,305.0,1.0,55,9,1,0,1,0
17786,1.0,169.0,39.0,5,17,1,0,1,0
17788,6.0,154.0,13.0,22,7,1,0,1,0
17789,5.0,1126.0,1.0,32,9,0,1,1,0
17790,2.0,423.0,41.0,1,3,1,0,1,1
17791,4.0,86.0,43.0,8,5,1,0,1,1
17793,2.0,215.0,11.0,216,7,1,0,1,0
17794,2.0,86.0,7.0,0,3,1,0,1,0
17795,2.0,25.0,0.0,160,5,1,0,0,1
17796,2.0,118.0,2.0,150,8,1,0,1,0
17797,1.0,122.0,1.0,31,6,1,0,1,0
17798,1.0,245.0,6.0,0,3,1,0,1,0
17799,2.0,126.0,0.0,85,3,1,0,1,1
17800,6.0,129.0,42.0,51,7,1,0,1,0
17801,6.0,220.0,0.0,41,2,1,0,1,0
17802,4.0,141.0,34.0,76,3,1,0,1,0
17804,3.0,247.0,21.0,34,2,1,0,1,0
17805,1.0,100.0,0.0,28,29,1,0,0,1
17806,4.0,112.0,0.0,18,1,0,1,1,1
17808,1.0,194.0,0.0,30,2,1,0,1,0
17809,2.0,356.0,0.0,81,8,1,0,1,0
17810,6.0,0.0,0.0,302,5,1,0,1,0
17811,2.0,191.0,27.0,33,14,1,0,0,0
17812,2.0,0.0,14.0,18,3,1,0,0,0
17813,1.0,744.0,3.0,39,4,0,1,1,0
17814,2.0,148.0,5.0,162,5,1,0,1,0
17816,2.0,342.0,0.0,78,28,1,0,1,0
17818,1.0,171.0,3.0,18,3,1,0,1,0
17820,1.0,74.0,0.0,9,3,1,0,0,0
17821,1.0,0.0,0.0,207,5,1,0,0,1
17822,2.0,7.0,4.0,6,4,0,1,0,0
17823,1.0,71.0,0.0,34,70,1,0,1,0
17824,4.0,74.0,14.0,27,6,0,1,0,1
17825,1.0,371.0,0.0,141,25,1,0,1,0
17826,1.0,272.0,1.0,180,17,1,0,1,0
17830,2.0,280.0,11.0,49,4,1,0,1,0
17831,1.0,215.0,4.0,9,4,1,0,0,0
17832,2.0,188.0,0.0,3,5,1,0,0,0
17833,3.0,131.0,18.0,43,6,1,0,1,0
17835,1.0,133.0,6.0,1,5,1,0,1,1
17837,2.0,130.0,0.0,17,2,0,1,0,1
17838,4.0,17.0,0.0,116,7,0,1,0,1
17839,2.0,168.0,0.0,24,4,1,0,1,0
17840,2.0,23.0,0.0,110,22,1,0,0,0
17841,1.0,80.0,0.0,162,2,0,1,1,0
17842,4.0,0.0,0.0,204,4,1,0,0,0
17843,4.0,76.0,9.0,4,6,1,0,1,0
17844,7.0,92.0,1.0,23,4,1,0,1,1
17845,4.0,267.0,0.0,68,3,1,0,1,0
17846,2.0,0.0,37.0,24,5,1,0,0,0
17847,2.0,289.0,3.0,206,5,0,1,1,1
